"","TIME","TYPE"
"4221",10.2,"FSGT"
"4222",8.9,"FSGT"
"4223",10.7,"FSGT"
"4224",6,"FSGT"
"4225",5.1,"FSGT"
"4226",4.3,"FSGT"
"4227",19,"FSGT"
"4228",16.4,"FSGT"
"4229",14.2,"FSGT"
"4230",13.2,"FSGT"
"4231",11.4,"FSGT"
"4232",12.5,"FSGT"
"4233",15.7,"FSGT"
"4234",17.2,"FSGT"
"4235",16.5,"FSGT"
"4236",13.6,"FSGT"
"4237",13.1,"FSGT"
"4238",11.8,"FSGT"
"4239",15.2,"FSGT"
"4240",13,"FSGT"
"4241",11.7,"FSGT"
"4242",9.8,"FSGT"
"4243",10.6,"FSGT"
"4244",7.9,"FSGT"
"4245",8.2,"FSGT"
"4246",10.3,"FSGT"
"4247",10.1,"FSGT"
"4248",7.7,"FSGT"
"4249",4.6,"FSGT"
"4250",2.2,"FSGT"
"4251",47.6,"FSGT"
"4252",49,"FSGT"
"4253",45.9,"FSGT"
"4254",43.8,"FSGT"
"4255",46.7,"FSGT"
"4256",44.1,"FSGT"
"4257",37.2,"FSGT"
"4258",38.7,"FSGT"
"4259",37.2,"FSGT"
"4260",41.3,"FSGT"
"4261",42.6,"FSGT"
"4262",41.5,"FSGT"
"4263",41.4,"FSGT"
"4264",38.9,"FSGT"
"4265",41.4,"FSGT"
"4266",45.2,"FSGT"
"4267",45.2,"FSGT"
"4268",44.3,"FSGT"
"4269",47.2,"FSGT"
"4270",46.2,"FSGT"
"4271",40.2,"FSGT"
"4272",30.5,"FSGT"
"4273",32.1,"FSGT"
"4274",37.4,"FSGT"
"4275",35,"FSGT"
"4276",36.7,"FSGT"
"4277",38.3,"FSGT"
"4278",37.5,"FSGT"
"4279",34.6,"FSGT"
"4280",34.7,"FSGT"
"4281",32.6,"FSGT"
"4282",33.5,"FSGT"
"4283",11.5,"FFME"
"4284",12.2,"FFME"
"4285",12.1,"FFME"
"4286",14.2,"FFME"
"4287",14.9,"FFME"
"4288",16.8,"FFME"
"4289",14.4,"FFME"
"4290",15.8,"FFME"
"4291",17,"FFME"
"4292",16.7,"FFME"
"4293",17.6,"FFME"
"4294",15.3,"FFME"
"4295",16.2,"FFME"
"4296",15.7,"FFME"
"4297",16.5,"FFME"
"4298",17.7,"FFME"
"4299",17.3,"FFME"
"4300",16.4,"FFME"
"4301",15.2,"FFME"
"4302",15.2,"FFME"
"4303",15.5,"FFME"
"4304",17.5,"FFME"
"4305",17.5,"FFME"
"4306",16.2,"FFME"
"4307",16.7,"FFME"
"4308",17.3,"FFME"
"4309",14.9,"FFME"
"4310",14.8,"FFME"
"4311",15.3,"FFME"
"4312",13.9,"FFME"
"4313",13.3,"FFME"
"4314",13.5,"FFME"
"4315",13.6,"FFME"
"4316",12.9,"FFME"
"4317",11.2,"FFME"
"4318",11.6,"FFME"
"4319",11.7,"FFME"
"4320",12.7,"FFME"
"4321",11.9,"FFME"
"4322",12.4,"FFME"
"4323",12.5,"FFME"
"4324",12.1,"FFME"
"4325",12.6,"FFME"
"4326",14.2,"FFME"
"4327",9.3,"FFME"
"4328",9.4,"FFME"
"4329",8.2,"FFME"
"4330",9.1,"FFME"
"4331",6,"FFME"
"4332",7.8,"FFME"
"4333",8.3,"FFME"
"4334",9.1,"FFME"
"4335",7.1,"FFME"
"4336",6.1,"FFME"
"4337",7.4,"FFME"
"4338",10.7,"FFME"
"4339",6.5,"FFME"
"4340",5.9,"FFME"
"4341",6.6,"FFME"
"4342",6.2,"FFME"
"4343",3.3,"FFME"
"4344",1.7,"FFME"
"4345",0.1,"FFME"
"4346",3.4,"FFME"
"4347",3.6,"FFME"
"4348",3.5,"FFME"
"4349",4.5,"FFME"
"4350",5.1,"FFME"
"4351",3.7,"FFME"
"4352",6.7,"FFME"
"4353",7.4,"FFME"
"4354",6.8,"FFME"
"4355",6.9,"FFME"
"4356",7.5,"FFME"
"4357",1.9,"FFME"
"4358",6.4,"FFME"
"4359",6.1,"FFME"
"4360",4.8,"FFME"
"4361",3.3,"FFME"
"4362",4.1,"FFME"
"4363",4.9,"FFME"
"4364",4.5,"FFME"
"4365",5.9,"FFME"
"4366",7.3,"FFME"
"4367",6.9,"FFME"
"4368",8.6,"FFME"
"4369",7.2,"FFME"
"4370",6.7,"FFME"
"4371",5.9,"FFME"
"4372",7.7,"FFME"
"4373",7.4,"FFME"
"4374",9.2,"FFME"
"4375",8.5,"FFME"
"4376",10.6,"FFME"
"4377",9.7,"FFME"
"4378",10.2,"FFME"
"4379",8.9,"FFME"
"4380",10.5,"FFME"
"4381",11.5,"FFME"
"4382",13.1,"FFME"
"4383",11.5,"FFME"
"4384",10.1,"FFME"
"4385",10.7,"FFME"
"4386",13.5,"FFME"
"4387",14.4,"FFME"
"4388",13.6,"FFME"
"4389",11.2,"FFME"
"4390",15.5,"FFME"
"4391",15.5,"FFME"
"4392",15.8,"FFME"
"4393",14.7,"FFME"
"4394",16.1,"FFME"
"4395",16.1,"FFME"
"4396",17.6,"FFME"
"4397",15.5,"FFME"
"4398",15,"FFME"
"4399",14.2,"FFME"
"4400",13.7,"FFME"
"4401",8.7,"FFME"
"4402",4.8,"FFME"
"4403",3.6,"FFME"
"4404",8,"FFME"
"4405",6.3,"FFME"
"4406",6,"FFME"
"4407",7.9,"FFME"
"4408",9.1,"FFME"
"4409",10.8,"FFME"
"4410",9.3,"FFME"
"4411",12.9,"FFME"
"4412",13.2,"FFME"
"4413",12,"FFME"
"4414",11,"FFME"
"4415",10.3,"FFME"
"4416",9.4,"FFME"
"4417",10.9,"FFME"
"4418",11.1,"FFME"
"4419",11.6,"FFME"
"4420",12,"FFME"
"4421",16.9,"FFME"
"4422",14.8,"FFME"
"4423",16.8,"FFME"
"4424",16.9,"FFME"
"4425",15.4,"FFME"
"4426",15.4,"FFME"
"4427",14.1,"FFME"
"4428",14.6,"FFME"
"4429",15.7,"FFME"
"4430",15.4,"FFME"
"4431",13.8,"FFME"
"4432",14.9,"FFME"
"4433",15.3,"FFME"
"4434",21.1,"FFME"
"4435",20.1,"FFME"
"4436",18.3,"FFME"
"4437",17.8,"FFME"
"4438",16.6,"FFME"
"4439",16,"FFME"
"4440",19.7,"FFME"
"4441",19.6,"FFME"
"4442",20.5,"FFME"
"4443",18.7,"FFME"
"4444",17.5,"FFME"
"4445",18,"FFME"
"4446",19.2,"FFME"
"4447",17.6,"FFME"
"4448",18.6,"FFME"
"4449",22.9,"FFME"
"4450",20.4,"FFME"
"4451",18.5,"FFME"
"4452",18.8,"FFME"
"4453",17.4,"FFME"
"4454",17.5,"FFME"
"4455",19,"FFME"
"4456",19.9,"FFME"
"4457",22.5,"FFME"
"4458",19.6,"FFME"
"4459",23.5,"FFME"
"4460",24.3,"FFME"
"4461",22.7,"FFME"
"4462",22.4,"FFME"
"4463",23.7,"FFME"
"4464",23.5,"FFME"
"4465",24,"FFME"
"4466",20.5,"FFME"
"4467",22.3,"FFME"
"4468",22.4,"FFME"
"4469",21.6,"FFME"
"4470",24.3,"FFME"
"4471",23,"FFME"
"4472",23.9,"FFME"
"4473",19.4,"FFME"
"4474",17.9,"FFME"
"4475",18.3,"FFME"
"4476",21,"FFME"
"4477",19.6,"FFME"
"4478",21.8,"FFME"
"4479",22.3,"FFME"
"4480",22.8,"FFME"
"4481",23.2,"FFME"
"4482",23,"FFME"
"4483",21.6,"FFME"
"4484",22.2,"FFME"
"4485",23.3,"FFME"
"4486",24.3,"FFME"
"4487",20.5,"FFME"
"4488",19.8,"FFME"
"4489",18.5,"FFME"
"4490",18.5,"FFME"
"4491",16.2,"FFME"
"4492",17.5,"FFME"
"4493",18.3,"FFME"
"4494",20.8,"FFME"
"4495",19.1,"FFME"
"4496",20.4,"FFME"
"4497",21.9,"FFME"
"4498",22.1,"FFME"
"4499",22.6,"FFME"
"4500",21.3,"FFME"
"4501",20.9,"FFME"
"4502",20.4,"FFME"
"4503",20.2,"FFME"
"4504",19.2,"FFME"
"4505",19,"FFME"
"4506",17.4,"FFME"
"4507",17.6,"FFME"
"4508",16.6,"FFME"
"4509",16.3,"FFME"
"4510",14.8,"FFME"
"4511",16.1,"FFME"
"4512",15.9,"FFME"
"4513",16.6,"FFME"
"4514",17.1,"FFME"
"4515",20.2,"FFME"
"4516",18.9,"FFME"
"4517",21.3,"FFME"
"4518",20.3,"FFME"
"4519",23.9,"FFME"
"4520",23.3,"FFME"
"4521",22.3,"FFME"
"4522",19.8,"FFME"
"4523",16.1,"FFME"
"4524",18.6,"FFME"
"4525",18.3,"FFME"
"4526",19.4,"FFME"
"4527",21.3,"FFME"
"4528",22.4,"FFME"
"4529",22.8,"FFME"
"4530",21.6,"FFME"
"4531",20.1,"FFME"
"4532",19.4,"FFME"
"4533",28.6,"FFME"
"4534",32.8,"FFME"
"4535",28.4,"FFME"
"4536",25.6,"FFME"
"4537",25.6,"FFME"
"4538",26.4,"FFME"
"4539",25.8,"FFME"
"4540",27.2,"FFME"
"4541",27,"FFME"
"4542",29,"FFME"
"4543",28.7,"FFME"
"4544",27.6,"FFME"
"4545",26,"FFME"
"4546",24.4,"FFME"
"4547",24.8,"FFME"
"4548",24.9,"FFME"
"4549",24.2,"FFME"
"4550",22.3,"FFME"
"4551",23.1,"FFME"
"4552",24.9,"FFME"
"4553",24,"FFME"
"4554",23,"FFME"
"4555",22.2,"FFME"
"4556",21.5,"FFME"
"4557",21.3,"FFME"
"4558",21.8,"FFME"
"4559",24.1,"FFME"
"4560",24.3,"FFME"
"4561",21.6,"FFME"
"4562",20.6,"FFME"
"4563",20.8,"FFME"
"4564",21.4,"FFME"
"4565",18.4,"FFME"
"4566",19,"FFME"
"4567",20.2,"FFME"
"4568",22.2,"FFME"
"4569",25.3,"FFME"
"4570",19.9,"FFME"
"4571",20,"FFME"
"4572",21.8,"FFME"
"4573",20.8,"FFME"
"4574",19,"FFME"
"4575",17,"FFME"
"4576",16.1,"FFME"
"4577",12.7,"FFME"
"4578",14,"FFME"
"4579",15,"FFME"
"4580",15,"FFME"
"4581",15.5,"FFME"
"4582",15.2,"FFME"
"4583",16.2,"FFME"
"4584",17.3,"FFME"
"4585",13.9,"FFME"
"4586",11.1,"FFME"
"4587",9.8,"FFME"
"4588",9.5,"FFME"
"4589",8.6,"FFME"
"4590",8.4,"FFME"
"4591",9.6,"FFME"
"4592",20,"FFME"
"4593",17.7,"FFME"
"4594",16.6,"FFME"
"4595",17.5,"FFME"
"4596",14.9,"FFME"
"4597",14.2,"FFME"
"4598",15.6,"FFME"
"4599",17.1,"FFME"
"4600",17.1,"FFME"
"4601",17.5,"FFME"
"4602",18,"FFME"
"4603",17.4,"FFME"
"4604",17.7,"FFME"
"4605",16.4,"FFME"
"4606",17.6,"FFME"
"4607",19.3,"FFME"
"4608",18.3,"FFME"
"4609",17,"FFME"
"4610",15.1,"FFME"
"4611",15,"FFME"
"4612",15.1,"FFME"
"4613",12.9,"FFME"
"4614",14.7,"FFME"
"4615",15.6,"FFME"
"4616",15.1,"FFME"
"4617",13.5,"FFME"
"4618",13.9,"FFME"
"4619",12.8,"FFME"
"4620",13.3,"FFME"
"4621",12.6,"FFME"
"4622",22.1,"FFME"
"4623",20,"FFME"
"4624",18.1,"FFME"
"4625",16.3,"FFME"
"4626",14.7,"FFME"
"4627",14.8,"FFME"
"4628",17.7,"FFME"
"4629",18.9,"FFME"
"4630",14.8,"FFME"
"4631",14.1,"FFME"
"4632",13,"FFME"
"4633",14.6,"FFME"
"4634",11.8,"FFME"
"4635",11.1,"FFME"
"4636",12.3,"FFME"
"4637",12.1,"FFME"
"4638",12,"FFME"
"4639",8.8,"FFME"
"4640",11,"FFME"
"4641",9.4,"FFME"
"4642",12.3,"FFME"
"4643",11.7,"FFME"
"4644",11.6,"FFME"
"4645",11.7,"FFME"
"4646",12.7,"FFME"
"4647",8.7,"FFME"
"4648",10,"FFME"
"4649",8.5,"FFME"
"4650",7.6,"FFME"
"4651",7.3,"FFME"
"4652",5.5,"FFME"
"4653",6.2,"FFME"
"4654",6.6,"FFME"
"4655",6.9,"FFME"
"4656",6.3,"FFME"
"4657",8,"FFME"
"4658",7.7,"FFME"
"4659",8,"FFME"
"4660",6.2,"FFME"
"4661",6.9,"FFME"
"4662",5.2,"FFME"
"4663",7.4,"FFME"
"4664",15.9,"FFME"
"4665",14.5,"FFME"
"4666",10.7,"FFME"
"4667",10.8,"FFME"
"4668",8.2,"FFME"
"4669",7.6,"FFME"
"4670",16.4,"FFME"
"4671",12,"FFME"
"4672",19.9,"FFME"
"4673",12,"FFME"
"4674",11.2,"FFME"
"4675",10.6,"FFME"
"4676",10.5,"FFME"
"4677",10.8,"FFME"
"4678",10.1,"FFME"
"4679",8.9,"FFME"
"4680",8.9,"FFME"
"4681",10.4,"FFME"
"4682",10.2,"FFME"
"4683",7.5,"FFME"
"4684",8.2,"FFME"
"4685",7.3,"FFME"
"4686",16.2,"FFME"
"4687",16.7,"FFME"
"4688",18,"FFME"
"4689",16.4,"FFME"
"4690",18.4,"FFME"
"4691",15.8,"FFME"
"4692",14.7,"FFME"
"4693",13.9,"FFME"
"4694",13,"FFME"
"4695",12.9,"FFME"
"4696",13.3,"FFME"
"4697",12,"FFME"
"4698",12.9,"FFME"
"4699",10.9,"FFME"
"4700",11.3,"FFME"
"4701",11.8,"FFME"
"4702",13.6,"FFME"
"4703",11.8,"FFME"
"4704",12,"FFME"
"4705",12,"FFME"
"4706",11,"FFME"
"4707",8.2,"FFME"
"4708",9.4,"FFME"
"4709",9.8,"FFME"
"4710",21.5,"FFME"
"4711",15.4,"FFME"
"4712",17.4,"FFME"
"4713",21.7,"FFME"
"4714",19.1,"FFME"
"4715",19.5,"FFME"
"4716",20.9,"FFME"
"4717",22.8,"FFME"
"4718",18,"FFME"
"4719",20,"FFME"
"4720",19.4,"FFME"
"4721",18.4,"FFME"
"4722",17.4,"FFME"
"4723",18.1,"FFME"
"4724",17.8,"FFME"
"4725",18.2,"FFME"
"4726",17,"FFME"
"4727",16.3,"FFME"
"4728",15.6,"FFME"
"4729",14.3,"FFME"
"4730",14.5,"FFME"
"4731",15.9,"FFME"
"4732",15.6,"FFME"
"4733",16.4,"FFME"
"4734",17,"FFME"
"4735",18.8,"FFME"
"4736",18.5,"FFME"
"4737",15.7,"FFME"
"4738",16,"FFME"
"4739",14.5,"FFME"
"4740",14.6,"FFME"
"4741",12.4,"FFME"
"4742",14.1,"FFME"
"4743",11.6,"FFME"
"4744",12,"FFME"
"4745",13.7,"FFME"
"4746",16.4,"FFME"
"4747",11.7,"FFME"
"4748",13.1,"FFME"
"4749",14.4,"FFME"
"4750",16.7,"FFME"
"4751",15.7,"FFME"
"4752",15.3,"FFME"
"4753",12.9,"FFME"
"4754",13,"FFME"
"4755",10.6,"FFME"
"4756",10.3,"FFME"
"4757",10.3,"FFME"
"4758",18.8,"FFME"
"4759",17,"FFME"
"4760",18.6,"FFME"
"4761",19.4,"FFME"
"4762",18.9,"FFME"
"4763",21.2,"FFME"
"4764",21.1,"FFME"
"4765",20.8,"FFME"
"4766",19.2,"FFME"
"4767",18.2,"FFME"
"4768",17.6,"FFME"
"4769",16.1,"FFME"
"4770",15.8,"FFME"
"4771",17.3,"FFME"
"4772",18,"FFME"
"4773",19.7,"FFME"
"4774",18.3,"FFME"
"4775",18.5,"FFME"
"4776",19.8,"FFME"
"4777",22.1,"FFME"
"4778",18.3,"FFME"
"4779",22.2,"FFME"
"4780",19.7,"FFME"
"4781",20.2,"FFME"
"4782",20.6,"FFME"
"4783",19.3,"FFME"
"4784",18.9,"FFME"
"4785",19.6,"FFME"
"4786",19.7,"FFME"
"4787",19.9,"FFME"
"4788",19.8,"FFME"
"4789",22.6,"FFME"
"4790",20.4,"FFME"
"4791",21.2,"FFME"
"4792",21.1,"FFME"
"4793",20.3,"FFME"
"4794",21.5,"FFME"
"4795",18.8,"FFME"
"4796",10.6,"FFME"
"4797",11.8,"FFME"
"4798",9.9,"FFME"
"4799",9.2,"FFME"
"4800",13.6,"FFME"
"4801",12.9,"FFME"
"4802",10.7,"FFME"
"4803",11,"FFME"
"4804",13,"FFME"
"4805",15.1,"FFME"
"4806",15.2,"FFME"
"4807",14.7,"FFME"
"4808",15.1,"FFME"
"4809",14.4,"FFME"
"4810",17.5,"FFME"
"4811",18.2,"FFME"
"4812",17.2,"FFME"
"4813",17,"FFME"
"4814",18.7,"FFME"
"4815",16.4,"FFME"
"4816",17.1,"FFME"
"4817",18.9,"FFME"
"4818",19.2,"FFME"
"4819",21.9,"FFME"
"4820",20.7,"FFME"
"4821",19.3,"FFME"
"4822",18.9,"FFME"
"4823",19.3,"FFME"
"4824",18.4,"FFME"
"4825",19.3,"FFME"
"4826",19.9,"FFME"
"4827",20.6,"FFME"
"4828",20.3,"FFME"
"4829",20.2,"FFME"
"4830",19.1,"FFME"
"4831",20.5,"FFME"
"4832",20.2,"FFME"
"4833",19.3,"FFME"
"4834",17.5,"FFME"
"4835",18.4,"FFME"
"4836",19.5,"FFME"
"4837",18.8,"FFME"
"4838",18.8,"FFME"
"4839",17.5,"FFME"
"4840",17,"FFME"
"4841",16.9,"FFME"
"4842",16.5,"FFME"
"4843",16,"FFME"
"4844",15.2,"FFME"
"4845",15.1,"FFME"
"4846",16.4,"FFME"
"4847",14.2,"FFME"
"4848",14,"FFME"
"4849",15.5,"FFME"
"4850",16.1,"FFME"
"4851",15.7,"FFME"
"4852",15,"FFME"
"4853",15,"FFME"
"4854",12.3,"FFME"
"4855",11.5,"FFME"
"4856",14.4,"FFME"
"4857",12.7,"FFME"
"4858",11.2,"FFME"
"4859",10.1,"FFME"
"4860",11.3,"FFME"
"4861",12.1,"FFME"
"4862",11.7,"FFME"
"4863",10,"FFME"
"4864",10.4,"FFME"
"4865",9.8,"FFME"
"4866",7.4,"FFME"
"4867",10,"FFME"
"4868",8.9,"FFME"
"4869",10,"FFME"
"4870",12.5,"FFME"
"4871",12.6,"FFME"
"4872",11.7,"FFME"
"4873",10.1,"FFME"
"4874",8.3,"FFME"
"4875",6.9,"FFME"
"4876",6.8,"FFME"
"4877",9.8,"FFME"
"4878",10,"FFME"
"4879",12.5,"FFME"
"4880",10.2,"FFME"
"4881",8.1,"FFME"
"4882",7.6,"FFME"
"4883",7.7,"FFME"
"4884",6.1,"FFME"
"4885",6.6,"FFME"
"4886",5.4,"FFME"
"4887",6.8,"FFME"
"4888",6.7,"FFME"
"4889",7.3,"FFME"
"4890",6.4,"FFME"
"4891",6.8,"FFME"
"4892",6.1,"FFME"
"4893",9.5,"FFME"
"4894",8.7,"FFME"
"4895",6.4,"FFME"
"4896",8.9,"FFME"
"4897",6.6,"FFME"
"4898",8.5,"FFME"
"4899",6.4,"FFME"
"4900",6.7,"FFME"
"4901",7,"FFME"
"4902",8,"FFME"
"4903",9.1,"FFME"
"4904",8.6,"FFME"
"4905",8.7,"FFME"
"4906",9,"FFME"
"4907",7.8,"FFME"
"4908",6.4,"FFME"
"4909",4.9,"FFME"
"4910",2.5,"FFME"
"4911",6.7,"FFME"
"4912",6.5,"FFME"
"4913",6.2,"FFME"
"4914",5.1,"FFME"
"4915",4.8,"FFME"
"4916",6.5,"FFME"
"4917",4.3,"FFME"
"4918",2.9,"FFME"
"4919",4.4,"FFME"
"4920",5.1,"FFME"
"4921",6,"FFME"
"4922",5,"FFME"
"4923",4.3,"FFME"
"4924",3.4,"FFME"
"4925",2,"FFME"
"4926",3.5,"FFME"
"4927",5.3,"FFME"
"4928",3.4,"FFME"
"4929",6.4,"FFME"
"4930",11.5,"FFME"
"4931",10.3,"FFME"
"4932",11,"FFME"
"4933",7.9,"FFME"
"4934",6.6,"FFME"
"4935",6.9,"FFME"
"4936",8.6,"FFME"
"4937",11.6,"FFME"
"4938",12,"FFME"
"4939",11.1,"FFME"
"4940",13.5,"FFME"
"4941",12.5,"FFME"
"4942",11.3,"FFME"
"4943",8.9,"FFME"
"4944",6.8,"FFME"
"4945",7,"FFME"
"4946",8.1,"FFME"
"4947",11.3,"FFME"
"4948",10,"FFME"
"4949",9.9,"FFME"
"4950",8.6,"FFME"
"4951",10.3,"FFME"
"4952",6.8,"FFME"
"4953",8.2,"FFME"
"4954",9.9,"FFME"
"4955",10.3,"FFME"
"4956",9.5,"FFME"
"4957",8.5,"FFME"
"4958",14.8,"FFME"
"4959",14.3,"FFME"
"4960",13.2,"FFME"
"4961",13.1,"FFME"
"4962",15.8,"FFME"
"4963",14.4,"FFME"
"4964",17,"FFME"
"4965",14,"FFME"
"4966",13.4,"FFME"
"4967",12.8,"FFME"
"4968",12.1,"FFME"
"4969",10.5,"FFME"
"4970",11,"FFME"
"4971",12.3,"FFME"
"4972",12.7,"FFME"
"4973",13.4,"FFME"
"4974",13.8,"FFME"
"4975",14,"FFME"
"4976",13.7,"FFME"
"4977",13.1,"FFME"
"4978",12.4,"FFME"
"4979",10.9,"FFME"
"4980",11.5,"FFME"
"4981",11.7,"FFME"
"4982",11.5,"FFME"
"4983",13.3,"FFME"
"4984",12.7,"FFME"
"4985",18,"FFME"
"4986",16,"FFME"
"4987",15.1,"FFME"
"4988",15.8,"FFME"
"4989",15.1,"FFME"
"4990",14.5,"FFME"
"4991",14.2,"FFME"
"4992",14.8,"FFME"
"4993",15.9,"FFME"
"4994",17.2,"FFME"
"4995",21.4,"FFME"
"4996",17.8,"FFME"
"4997",18.1,"FFME"
"4998",18.3,"FFME"
"4999",18.5,"FFME"
"5000",19.6,"FFME"
"5001",23,"FFME"
"5002",24.5,"FFME"
"5003",18,"FFME"
"5004",24.1,"FFME"
"5005",24.2,"FFME"
"5006",24.5,"FFME"
"5007",26.8,"FFME"
"5008",22.6,"FFME"
"5009",22.9,"FFME"
"5010",20.9,"FFME"
"5011",21.6,"FFME"
"5012",20.6,"FFME"
"5013",23.8,"FFME"
"5014",23.7,"FFME"
"5015",27.1,"FFME"
"5016",25.2,"FFME"
"5017",24,"FFME"
"5018",23.8,"FFME"
"5019",23.3,"FFME"
"5020",22.1,"FFME"
"5021",28.3,"FFME"
"5022",27.3,"FFME"
"5023",27.1,"FFME"
"5024",24.7,"FFME"
"5025",26,"FFME"
"5026",24.8,"FFME"
"5027",24.3,"FFME"
"5028",23.5,"FFME"
"5029",21.8,"FFME"
"5030",22.6,"FFME"
"5031",28.9,"FFME"
"5032",32.7,"FFME"
"5033",32.6,"FFME"
"5034",32.3,"FFME"
"5035",31.6,"FFME"
"5036",30.4,"FFME"
"5037",28,"FFME"
"5038",29.2,"FFME"
"5039",29.4,"FFME"
"5040",31.1,"FFME"
"5041",32.3,"FFME"
"5042",32.1,"FFME"
"5043",32.5,"FFME"
"5044",31.9,"FFME"
"5045",30.5,"FFME"
"5046",30.5,"FFME"
"5047",30.8,"FFME"
"5048",31.1,"FFME"
"5049",31.5,"FFME"
"5050",34.1,"FFME"
"5051",30.9,"FFME"
"5052",30.2,"FFME"
"5053",28.1,"FFME"
"5054",28.8,"FFME"
"5055",27.3,"FFME"
"5056",27.1,"FFME"
"5057",28.3,"FFME"
"5058",27,"FFME"
"5059",26.4,"FFME"
"5060",25.9,"FFME"
"5061",26.5,"FFME"
"5062",25.5,"FFME"
"5063",24.8,"FFME"
"5064",28,"FFME"
"5065",25.5,"FFME"
"5066",27,"FFME"
"5067",26.6,"FFME"
"5068",25.5,"FFME"
"5069",26.3,"FFME"
"5070",27.4,"FFME"
"5071",26.9,"FFME"
"5072",28.1,"FFME"
"5073",27.5,"FFME"
"5074",27,"FFME"
"5075",26.3,"FFME"
"5076",25,"FFME"
"5077",24.8,"FFME"
"5078",25.7,"FFME"
"5079",24.2,"FFME"
"5080",25.6,"FFME"
"5081",24.6,"FFME"
"5082",26.7,"FFME"
"5083",28,"FFME"
"5084",28,"FFME"
"5085",29.5,"FFME"
"5086",31.4,"FFME"
"5087",28.5,"FFME"
"5088",30,"FFME"
"5089",30.5,"FFME"
"5090",30.2,"FFME"
"5091",29.1,"FFME"
"5092",27.7,"FFME"
"5093",28,"FFME"
"5094",29.6,"FFME"
"5095",31.8,"FFME"
"5096",30.4,"FFME"
"5097",30.7,"FFME"
"5098",29.1,"FFME"
"5099",30.1,"FFME"
"5100",28.5,"FFME"
"5101",29.4,"FFME"
"5102",26.9,"FFME"
"5103",28,"FFME"
"5104",26.8,"FFME"
"5105",25.4,"FFME"
"5106",22.5,"FFME"
"5107",23.1,"FFME"
"5108",24,"FFME"
"5109",23.1,"FFME"
"5110",23.5,"FFME"
"5111",24.2,"FFME"
"5112",25.9,"FFME"
"5113",26.3,"FFME"
"5114",25.5,"FFME"
"5115",26,"FFME"
"5116",26.6,"FFME"
"5117",27.8,"FFME"
"5118",29.8,"FFME"
"5119",27.3,"FFME"
"5120",25.3,"FFME"
"5121",24,"FFME"
"5122",23.9,"FFME"
"5123",25,"FFME"
"5124",28.7,"FFME"
"5125",28.8,"FFME"
"5126",29.8,"FFME"
"5127",26.9,"FFME"
"5128",27.8,"FFME"
"5129",26.7,"FFME"
"5130",25.8,"FFME"
"5131",24.7,"FFME"
"5132",24.7,"FFME"
"5133",25.8,"FFME"
"5134",25.4,"FFME"
"5135",26.4,"FFME"
"5136",27.1,"FFME"
"5137",28.8,"FFME"
"5138",30.4,"FFME"
"5139",30.1,"FFME"
"5140",26.5,"FFME"
"5141",24.4,"FFME"
"5142",24.5,"FFME"
"5143",22.9,"FFME"
"5144",55.3,"FFME"
"5145",50.6,"FFME"
"5146",51.9,"FFME"
"5147",52.9,"FFME"
"5148",51.1,"FFME"
"5149",50.3,"FFME"
"5150",47.7,"FFME"
"5151",46.8,"FFME"
"5152",47.4,"FFME"
"5153",50.8,"FFME"
"5154",53,"FFME"
"5155",50.1,"FFME"
"5156",54.7,"FFME"
"5157",54.8,"FFME"
"5158",51.7,"FFME"
"5159",52.9,"FFME"
"5160",28.1,"FFME"
"5161",55.7,"FFME"
"5162",54.9,"FFME"
"5163",57.3,"FFME"
"5164",52.7,"FFME"
"5165",51.6,"FFME"
"5166",53.5,"FFME"
"5167",50.8,"FFME"
"5168",55.9,"FFME"
"5169",57.4,"FFME"
"5170",55.4,"FFME"
"5171",17.4,"FFME"
"5172",18.6,"FFME"
"5173",17.9,"FFME"
"5174",15.3,"FFME"
"5175",13.4,"FFME"
"5176",13.6,"FFME"
"5177",19.8,"FFME"
"5178",33.4,"FFME"
"5179",35.6,"FFME"
"5180",38.6,"FFME"
"5181",21.9,"FFME"
"5182",17.7,"FFME"
"5183",18.9,"FFME"
"5184",21.3,"FFME"
"5185",20.3,"FFME"
"5186",20,"FFME"
"5187",18.1,"FFME"
"5188",18.2,"FFME"
"5189",16.1,"FFME"
"5190",16.2,"FFME"
"5191",13.4,"FFME"
"5192",12.7,"FFME"
"5193",15.8,"FFME"
"5194",12.8,"FFME"
"5195",13.8,"FFME"
"5196",15.2,"FFME"
"5197",15.7,"FFME"
"5198",12.7,"FFME"
"5199",16.3,"FFME"
"5200",12.1,"FFME"
"5201",12.1,"FFME"
"5202",20.8,"FFME"
"5203",19.4,"FFME"
"5204",20.1,"FFME"
"5205",17.1,"FFME"
"5206",23.2,"FFME"
"5207",25,"FFME"
"5208",24,"FFME"
"5209",23.6,"FFME"
"5210",21.8,"FFME"
"5211",20.9,"FFME"
"5212",21.6,"FFME"
"5213",28,"FFME"
"5214",23.5,"FFME"
"5215",25.8,"FFME"
"5216",24.1,"FFME"
"5217",26,"FFME"
"5218",26.5,"FFME"
"5219",26.7,"FFME"
"5220",30.4,"FFME"
"5221",29.6,"FFME"
"5222",30,"FFME"
"5223",29.1,"FFME"
"5224",32.2,"FFME"
"5225",33.5,"FFME"
"5226",31.2,"FFME"
"5227",29.8,"FFME"
"5228",30.9,"FFME"
"5229",29.3,"FFME"
"5230",23,"FFME"
"5231",22.9,"FFME"
