"","TIME","TYPE"
"2333",9.1,"FSGT"
"2334",11.1,"FSGT"
"2335",10.9,"FSGT"
"2336",10,"FSGT"
"2337",10,"FSGT"
"2338",8.6,"FSGT"
"2339",9.2,"FSGT"
"2340",10.6,"FSGT"
"2341",11.3,"FSGT"
"2342",10.7,"FSGT"
"2343",11.5,"FSGT"
"2344",6.8,"FSGT"
"2345",10,"FSGT"
"2346",6.8,"FSGT"
"2347",7.5,"FSGT"
"2348",7.6,"FSGT"
"2349",7.6,"FSGT"
"2350",11,"FSGT"
"2351",9.6,"FSGT"
"2352",9.5,"FSGT"
"2353",9.9,"FSGT"
"2354",8.6,"FSGT"
"2355",7.8,"FSGT"
"2356",8.4,"FSGT"
"2357",7.1,"FSGT"
"2358",2.7,"FSGT"
"2359",3.8,"FSGT"
"2360",3.4,"FSGT"
"2361",4,"FSGT"
"2362",3.8,"FSGT"
"2363",4,"FSGT"
"2364",6.1,"FSGT"
"2365",6,"FSGT"
"2366",6.5,"FSGT"
"2367",7.8,"FSGT"
"2368",9,"FSGT"
"2369",8.8,"FSGT"
"2370",8.7,"FSGT"
"2371",7.2,"FSGT"
"2372",7.5,"FSGT"
"2373",6,"FSGT"
"2374",7.7,"FSGT"
"2375",5.1,"FSGT"
"2376",6.1,"FSGT"
"2377",5.7,"FSGT"
"2378",5.4,"FSGT"
"2379",3.6,"FSGT"
"2380",3,"FSGT"
"2381",4.5,"FSGT"
"2382",6.4,"FSGT"
"2383",5.5,"FSGT"
"2384",4.6,"FSGT"
"2385",3.9,"FSGT"
"2386",2.8,"FSGT"
"2387",3.5,"FSGT"
"2388",1.5,"FSGT"
"2389",0.2,"FSGT"
"2390",2.6,"FSGT"
"2391",3.5,"FSGT"
"2392",9.1,"FSGT"
"2393",14.4,"FSGT"
"2394",7.8,"FSGT"
"2395",5.5,"FSGT"
"2396",4.7,"FSGT"
"2397",5.5,"FSGT"
"2398",7.2,"FSGT"
"2399",7.7,"FSGT"
"2400",6.3,"FSGT"
"2401",8.6,"FSGT"
"2402",10,"FSGT"
"2403",8.8,"FSGT"
"2404",7.2,"FSGT"
"2405",5.6,"FSGT"
"2406",6.8,"FSGT"
"2407",7.2,"FSGT"
"2408",6.9,"FSGT"
"2409",5.3,"FSGT"
"2410",5.8,"FSGT"
"2411",5.4,"FSGT"
"2412",4.6,"FSGT"
"2413",5.4,"FSGT"
"2414",4.7,"FSGT"
"2415",4.3,"FSGT"
"2416",2,"FSGT"
"2417",0.5,"FSGT"
"2418",2.8,"FSGT"
"2419",4.8,"FSGT"
"2420",2,"FSGT"
"2421",2.8,"FSGT"
"2422",4.6,"FSGT"
"2423",4.8,"FSGT"
"2424",4.2,"FSGT"
"2425",4,"FSGT"
"2426",4.4,"FSGT"
"2427",4,"FSGT"
"2428",6.5,"FSGT"
"2429",6.5,"FSGT"
"2430",7.4,"FSGT"
"2431",7.6,"FSGT"
"2432",2.3,"FSGT"
"2433",3.6,"FSGT"
"2434",5.8,"FSGT"
"2435",6.8,"FSGT"
"2436",9.3,"FSGT"
"2437",9.6,"FSGT"
"2438",8.8,"FSGT"
"2439",8.3,"FSGT"
"2440",7.6,"FSGT"
"2441",6.9,"FSGT"
"2442",7.2,"FSGT"
"2443",6.2,"FSGT"
"2444",13.9,"FSGT"
"2445",9.7,"FSGT"
"2446",7.7,"FSGT"
"2447",8.1,"FSGT"
"2448",7.7,"FSGT"
"2449",8.2,"FSGT"
"2450",9.4,"FSGT"
"2451",8.4,"FSGT"
"2452",6.1,"FSGT"
"2453",4.8,"FSGT"
"2454",5.8,"FSGT"
"2455",6.6,"FSGT"
"2456",6.9,"FSGT"
"2457",7.9,"FSGT"
"2458",6.6,"FSGT"
"2459",6.3,"FSGT"
"2460",8.4,"FSGT"
"2461",8.6,"FSGT"
"2462",8.2,"FSGT"
"2463",8.5,"FSGT"
"2464",9.9,"FSGT"
"2465",11.8,"FSGT"
"2466",10.8,"FSGT"
"2467",10,"FSGT"
"2468",12.7,"FSGT"
"2469",10.1,"FSGT"
"2470",11.6,"FSGT"
"2471",13.1,"FSGT"
"2472",10.9,"FSGT"
"2473",11,"FSGT"
"2474",10.7,"FSGT"
"2475",8.8,"FSGT"
"2476",8.8,"FSGT"
"2477",9.2,"FSGT"
"2478",9.4,"FSGT"
"2479",10,"FSGT"
"2480",10.1,"FSGT"
"2481",9.2,"FSGT"
"2482",6.4,"FSGT"
"2483",7.6,"FSGT"
"2484",6.4,"FSGT"
"2485",7.4,"FSGT"
"2486",7.1,"FSGT"
"2487",8.5,"FSGT"
"2488",10,"FSGT"
"2489",6.5,"FSGT"
"2490",5.2,"FSGT"
"2491",4.7,"FSGT"
"2492",6.3,"FSGT"
"2493",3.5,"FSGT"
"2494",2.8,"FSGT"
"2495",3.2,"FSGT"
"2496",2.3,"FSGT"
"2497",2.3,"FSGT"
"2498",2.7,"FSGT"
"2499",4.7,"FSGT"
"2500",1.6,"FSGT"
"2501",5.8,"FSGT"
"2502",3.6,"FSGT"
"2503",5,"FSGT"
"2504",7.1,"FSGT"
"2505",5.9,"FSGT"
"2506",7.3,"FSGT"
"2507",4.3,"FSGT"
"2508",5,"FSGT"
"2509",4.3,"FSGT"
"2510",4,"FSGT"
"2511",5.6,"FSGT"
"2512",5.9,"FSGT"
"2513",4.7,"FSGT"
"2514",8.5,"FSGT"
"2515",5.7,"FSGT"
"2516",7.5,"FSGT"
"2517",7.3,"FSGT"
"2518",7.5,"FSGT"
"2519",5.7,"FSGT"
"2520",6.3,"FSGT"
"2521",5.9,"FSGT"
"2522",8.1,"FSGT"
"2523",7.3,"FSGT"
"2524",5.9,"FSGT"
"2525",1.6,"FSGT"
"2526",2.8,"FSGT"
"2527",2.1,"FSGT"
"2528",2.6,"FSGT"
"2529",8.6,"FSGT"
"2530",4.2,"FSGT"
"2531",13.3,"FSGT"
"2532",5.7,"FSGT"
"2533",4.9,"FSGT"
"2534",4.3,"FSGT"
"2535",3.1,"FSGT"
"2536",2.9,"FSGT"
"2537",2.3,"FSGT"
"2538",2.3,"FSGT"
"2539",2.6,"FSGT"
"2540",5.9,"FSGT"
"2541",4.7,"FSGT"
"2542",4.6,"FSGT"
"2543",2.5,"FSGT"
"2544",5.5,"FSGT"
"2545",9.4,"FSGT"
"2546",8.2,"FSGT"
"2547",7.4,"FSGT"
"2548",7.2,"FSGT"
"2549",8.7,"FSGT"
"2550",9.5,"FSGT"
"2551",8.4,"FSGT"
"2552",8.2,"FSGT"
"2553",8,"FSGT"
"2554",7.6,"FSGT"
"2555",7,"FSGT"
"2556",5.6,"FSGT"
"2557",6.6,"FSGT"
"2558",8.1,"FSGT"
"2559",8.5,"FSGT"
"2560",8.2,"FSGT"
"2561",8.7,"FSGT"
"2562",9.1,"FSGT"
"2563",9.4,"FSGT"
"2564",6.9,"FSGT"
"2565",7.6,"FSGT"
"2566",6.4,"FSGT"
"2567",8.2,"FSGT"
"2568",9.3,"FSGT"
"2569",3.7,"FSGT"
"2570",7.8,"FSGT"
"2571",5.1,"FSGT"
"2572",8.1,"FSGT"
"2573",3.4,"FSGT"
"2574",3.8,"FSGT"
"2575",8.5,"FSGT"
"2576",9.4,"FSGT"
"2577",5.3,"FSGT"
"2578",5.8,"FSGT"
"2579",5.7,"FSGT"
"2580",3.1,"FSGT"
"2581",4.2,"FSGT"
"2582",5.6,"FSGT"
"2583",5.4,"FSGT"
"2584",4.6,"FSGT"
"2585",6.7,"FSGT"
"2586",6.5,"FSGT"
"2587",7,"FSGT"
"2588",7.4,"FSGT"
"2589",6.6,"FSGT"
"2590",4.6,"FSGT"
"2591",2.9,"FSGT"
"2592",2.4,"FSGT"
"2593",3.5,"FSGT"
"2594",2.4,"FSGT"
"2595",3.6,"FSGT"
"2596",2.8,"FSGT"
"2597",2.8,"FSGT"
"2598",5,"FSGT"
"2599",5.4,"FSGT"
"2600",8.4,"FSGT"
"2601",7.4,"FSGT"
"2602",8,"FSGT"
"2603",7,"FSGT"
"2604",5.6,"FSGT"
"2605",5.9,"FSGT"
"2606",6.5,"FSGT"
"2607",5.5,"FSGT"
"2608",4.4,"FSGT"
"2609",3.3,"FSGT"
"2610",6.4,"FSGT"
"2611",6.1,"FSGT"
"2612",8.2,"FSGT"
"2613",11.1,"FSGT"
"2614",7.9,"FSGT"
"2615",8.4,"FSGT"
"2616",8.4,"FSGT"
"2617",2.6,"FSGT"
"2618",2.9,"FSGT"
"2619",2.8,"FSGT"
"2620",3.3,"FSGT"
"2621",4.3,"FSGT"
"2622",6.1,"FSGT"
"2623",6.8,"FSGT"
"2624",7,"FSGT"
"2625",5.7,"FSGT"
"2626",5.6,"FSGT"
"2627",4.6,"FSGT"
"2628",4.3,"FSGT"
"2629",4.9,"FSGT"
"2630",6.4,"FSGT"
"2631",5.9,"FSGT"
"2632",7.7,"FSGT"
"2633",7.5,"FSGT"
"2634",9,"FSGT"
"2635",9.5,"FSGT"
"2636",19.6,"FSGT"
"2637",6.5,"FSGT"
"2638",7.4,"FSGT"
"2639",4.3,"FSGT"
"2640",6.1,"FSGT"
"2641",4.7,"FSGT"
"2642",7.9,"FSGT"
"2643",8.6,"FSGT"
"2644",8.8,"FSGT"
"2645",7.9,"FSGT"
"2646",7.2,"FSGT"
"2647",7,"FSGT"
"2648",8.2,"FSGT"
"2649",6.2,"FSGT"
"2650",5.3,"FSGT"
"2651",4.9,"FSGT"
"2652",4.1,"FSGT"
"2653",4.9,"FSGT"
"2654",2.7,"FSGT"
"2655",14.7,"FSGT"
"2656",13.6,"FSGT"
"2657",15.3,"FSGT"
"2658",16.4,"FSGT"
"2659",17.2,"FSGT"
"2660",15,"FSGT"
"2661",18.2,"FSGT"
"2662",18.9,"FSGT"
"2663",16.7,"FSGT"
"2664",16.4,"FSGT"
"2665",15.4,"FSGT"
"2666",14.6,"FSGT"
"2667",13.9,"FSGT"
"2668",14.8,"FSGT"
"2669",12.7,"FSGT"
"2670",15,"FSGT"
"2671",12.1,"FSGT"
"2672",13.9,"FSGT"
"2673",15.1,"FSGT"
"2674",15.6,"FSGT"
"2675",16.4,"FSGT"
"2676",14.3,"FSGT"
"2677",14.9,"FSGT"
"2678",13.7,"FSGT"
"2679",11.9,"FSGT"
"2680",13.8,"FSGT"
"2681",12.3,"FSGT"
"2682",11.2,"FSGT"
"2683",10.3,"FSGT"
"2684",9.9,"FSGT"
"2685",12.1,"FSGT"
"2686",12.7,"FSGT"
"2687",12.7,"FSGT"
"2688",13.5,"FSGT"
"2689",12.8,"FSGT"
"2690",14.8,"FSGT"
"2691",16,"FSGT"
"2692",15.7,"FSGT"
"2693",15.7,"FSGT"
"2694",13.7,"FSGT"
"2695",12.6,"FSGT"
"2696",12.7,"FSGT"
"2697",12.2,"FSGT"
"2698",14,"FSGT"
"2699",15,"FSGT"
"2700",14.5,"FSGT"
"2701",14.2,"FSGT"
"2702",16.3,"FSGT"
"2703",15.7,"FSGT"
"2704",14.6,"FSGT"
"2705",14,"FSGT"
"2706",17.4,"FSGT"
"2707",17.6,"FSGT"
"2708",17.4,"FSGT"
"2709",17.2,"FSGT"
"2710",17.5,"FSGT"
"2711",18.9,"FSGT"
"2712",19.4,"FSGT"
"2713",18.7,"FSGT"
"2714",20.7,"FSGT"
"2715",21.6,"FSGT"
"2716",21.9,"FSGT"
"2717",17.2,"FSGT"
"2718",17,"FSGT"
"2719",19.6,"FSGT"
"2720",19,"FSGT"
"2721",19.8,"FSGT"
"2722",19.2,"FSGT"
"2723",19.6,"FSGT"
"2724",19,"FSGT"
"2725",16.6,"FSGT"
"2726",19.2,"FSGT"
"2727",18.1,"FSGT"
"2728",18.8,"FSGT"
"2729",19.7,"FSGT"
"2730",20.9,"FSGT"
"2731",19.6,"FSGT"
"2732",17.8,"FSGT"
"2733",17.6,"FSGT"
"2734",15.2,"FSGT"
"2735",14.8,"FSGT"
"2736",16.4,"FSGT"
"2737",17.1,"FSGT"
"2738",19.8,"FSGT"
"2739",18.3,"FSGT"
"2740",9.5,"FSGT"
"2741",11.3,"FSGT"
"2742",11.1,"FSGT"
"2743",12.4,"FSGT"
"2744",13.1,"FSGT"
"2745",14.2,"FSGT"
"2746",14.5,"FSGT"
"2747",14.6,"FSGT"
"2748",12.9,"FSGT"
"2749",13.9,"FSGT"
"2750",12.8,"FSGT"
"2751",15,"FSGT"
"2752",16.1,"FSGT"
"2753",17.7,"FSGT"
"2754",15.8,"FSGT"
"2755",18.6,"FSGT"
"2756",6.7,"FSGT"
"2757",6.2,"FSGT"
"2758",7.6,"FSGT"
"2759",7.7,"FSGT"
"2760",7.8,"FSGT"
"2761",7.9,"FSGT"
"2762",8,"FSGT"
"2763",8.7,"FSGT"
"2764",10.9,"FSGT"
"2765",11,"FSGT"
"2766",9.9,"FSGT"
"2767",10.9,"FSGT"
"2768",9.4,"FSGT"
"2769",12.9,"FSGT"
"2770",11.4,"FSGT"
"2771",13.4,"FSGT"
"2772",8.5,"FSGT"
"2773",8.4,"FSGT"
"2774",9.1,"FSGT"
"2775",9.7,"FSGT"
"2776",9.3,"FSGT"
"2777",10.8,"FSGT"
"2778",10.9,"FSGT"
"2779",10.4,"FSGT"
"2780",9.3,"FSGT"
"2781",11.2,"FSGT"
"2782",10.5,"FSGT"
"2783",10.7,"FSGT"
"2784",11.8,"FSGT"
"2785",11,"FSGT"
"2786",9.9,"FSGT"
"2787",11.9,"FSGT"
"2788",11.3,"FSGT"
"2789",5.8,"FSGT"
"2790",4.8,"FSGT"
"2791",5.4,"FSGT"
"2792",6,"FSGT"
"2793",6.7,"FSGT"
"2794",8.1,"FSGT"
"2795",7.4,"FSGT"
"2796",6.1,"FSGT"
"2797",6.7,"FSGT"
"2798",7.4,"FSGT"
"2799",8.6,"FSGT"
"2800",9.7,"FSGT"
"2801",10.4,"FSGT"
"2802",9.2,"FSGT"
"2803",9.6,"FSGT"
"2804",9.4,"FSGT"
"2805",9.1,"FSGT"
"2806",10.8,"FSGT"
"2807",7.3,"FSGT"
"2808",6.5,"FSGT"
"2809",8.1,"FSGT"
"2810",7.4,"FSGT"
"2811",9.1,"FSGT"
"2812",7.8,"FSGT"
"2813",6.5,"FSGT"
"2814",4.1,"FSGT"
"2815",5.2,"FSGT"
"2816",5.7,"FSGT"
"2817",7.7,"FSGT"
"2818",7.2,"FSGT"
"2819",6.1,"FSGT"
"2820",6,"FSGT"
"2821",9.1,"FSGT"
"2822",9,"FSGT"
"2823",13.5,"FSGT"
"2824",10.5,"FSGT"
"2825",11.3,"FSGT"
"2826",9.5,"FSGT"
"2827",10.1,"FSGT"
"2828",9.8,"FSGT"
"2829",8.4,"FSGT"
"2830",8.7,"FSGT"
"2831",9,"FSGT"
"2832",9.2,"FSGT"
"2833",9.2,"FSGT"
"2834",8.2,"FSGT"
"2835",7.3,"FSGT"
"2836",6.7,"FSGT"
"2837",7.6,"FSGT"
"2838",7.2,"FSGT"
"2839",7,"FSGT"
"2840",6.3,"FSGT"
"2841",5.4,"FSGT"
"2842",7,"FSGT"
"2843",4.6,"FSGT"
"2844",9.8,"FSGT"
"2845",7.9,"FSGT"
"2846",8.3,"FSGT"
"2847",9.3,"FSGT"
"2848",9.8,"FSGT"
"2849",8.8,"FSGT"
"2850",9.8,"FSGT"
"2851",10.1,"FSGT"
"2852",10.8,"FSGT"
"2853",10.3,"FSGT"
"2854",11.4,"FSGT"
"2855",9.5,"FSGT"
"2856",10.7,"FSGT"
"2857",12,"FSGT"
"2858",12.2,"FSGT"
"2859",12.7,"FSGT"
"2860",15.7,"FSGT"
"2861",17.6,"FSGT"
"2862",11.1,"FSGT"
"2863",11.6,"FSGT"
"2864",9.5,"FSGT"
"2865",10.3,"FSGT"
"2866",9.5,"FSGT"
"2867",11.2,"FSGT"
"2868",12.4,"FSGT"
"2869",9.5,"FSGT"
"2870",11.4,"FSGT"
"2871",12,"FSGT"
"2872",13.9,"FSGT"
"2873",9.9,"FSGT"
"2874",7.8,"FSGT"
"2875",8.7,"FSGT"
"2876",10.3,"FSGT"
"2877",11.5,"FSGT"
"2878",12.1,"FSGT"
"2879",13.4,"FSGT"
"2880",7.7,"FSGT"
"2881",6.7,"FSGT"
"2882",12.2,"FSGT"
"2883",9.3,"FSGT"
"2884",12,"FSGT"
"2885",10.9,"FSGT"
"2886",12,"FSGT"
"2887",13.2,"FSGT"
"2888",14,"FSGT"
"2889",15.7,"FSGT"
"2890",6.6,"FSGT"
"2891",5,"FSGT"
"2892",7.4,"FSGT"
"2893",7.7,"FSGT"
"2894",9,"FSGT"
"2895",9.4,"FSGT"
"2896",9.9,"FSGT"
"2897",10.8,"FSGT"
"2898",10.3,"FSGT"
"2899",10.6,"FSGT"
"2900",10.1,"FSGT"
"2901",8.1,"FSGT"
"2902",6.7,"FSGT"
"2903",7.2,"FSGT"
"2904",8.2,"FSGT"
"2905",9.4,"FSGT"
"2906",8.3,"FSGT"
"2907",6.4,"FSGT"
"2908",5.8,"FSGT"
"2909",6.7,"FSGT"
"2910",5.9,"FSGT"
"2911",5.9,"FSGT"
"2912",7.4,"FSGT"
"2913",8.1,"FSGT"
"2914",7.8,"FSGT"
"2915",11.4,"FSGT"
"2916",11.4,"FSGT"
"2917",12.7,"FSGT"
"2918",13,"FSGT"
"2919",12.2,"FSGT"
"2920",12.8,"FSGT"
"2921",12.7,"FSGT"
"2922",11.2,"FSGT"
"2923",13.8,"FSGT"
"2924",11.4,"FSGT"
"2925",13.1,"FSGT"
"2926",12.3,"FSGT"
"2927",10.9,"FSGT"
"2928",9.3,"FSGT"
"2929",8.9,"FSGT"
"2930",8.4,"FSGT"
"2931",7.6,"FSGT"
"2932",9.2,"FSGT"
"2933",9.8,"FSGT"
"2934",10.6,"FSGT"
"2935",10.3,"FSGT"
"2936",8.7,"FSGT"
"2937",10.6,"FSGT"
"2938",9.8,"FSGT"
"2939",11.9,"FSGT"
"2940",10.3,"FSGT"
"2941",11.4,"FSGT"
"2942",9.6,"FSGT"
"2943",8.5,"FSGT"
"2944",7.8,"FSGT"
"2945",1.9,"FSGT"
"2946",4.9,"FSGT"
"2947",4.4,"FSGT"
"2948",3.5,"FSGT"
"2949",5,"FSGT"
"2950",5.9,"FSGT"
"2951",4.9,"FSGT"
"2952",5,"FSGT"
"2953",2.4,"FSGT"
"2954",4.6,"FSGT"
"2955",4.6,"FSGT"
"2956",5.8,"FSGT"
"2957",4.5,"FSGT"
"2958",6,"FSGT"
"2959",6.2,"FSGT"
"2960",6.7,"FSGT"
"2961",6.4,"FSGT"
"2962",8.2,"FSGT"
"2963",7.9,"FSGT"
"2964",7.5,"FSGT"
"2965",3.9,"FSGT"
"2966",6.3,"FSGT"
"2967",7.2,"FSGT"
"2968",6.3,"FSGT"
"2969",6.8,"FSGT"
"2970",7.4,"FSGT"
"2971",8.2,"FSGT"
"2972",8.4,"FSGT"
"2973",8.1,"FSGT"
"2974",6.6,"FSGT"
"2975",7,"FSGT"
"2976",7.2,"FSGT"
"2977",9.3,"FSGT"
"2978",7.7,"FSGT"
"2979",5.6,"FSGT"
"2980",4.3,"FSGT"
"2981",4.2,"FSGT"
"2982",5.3,"FSGT"
"2983",9.1,"FSGT"
"2984",6.9,"FSGT"
"2985",8,"FSGT"
"2986",7.3,"FSGT"
"2987",7.5,"FSGT"
"2988",7,"FSGT"
"2989",5.3,"FSGT"
"2990",4.3,"FSGT"
"2991",3.4,"FSGT"
"2992",4.4,"FSGT"
"2993",4.8,"FSGT"
"2994",6.1,"FSGT"
"2995",6.9,"FSGT"
"2996",6.8,"FSGT"
"2997",4.4,"FSGT"
"2998",9,"FSGT"
"2999",6.4,"FSGT"
"3000",4.5,"FSGT"
"3001",4.6,"FSGT"
"3002",2.5,"FSGT"
"3003",35.9,"FSGT"
"3004",38,"FSGT"
"3005",38.8,"FSGT"
"3006",41.6,"FSGT"
"3007",39.8,"FSGT"
"3008",39,"FSGT"
"3009",36.4,"FSGT"
"3010",35.5,"FSGT"
"3011",36.1,"FSGT"
"3012",39.5,"FSGT"
"3013",41.7,"FSGT"
"3014",38.8,"FSGT"
"3015",43.4,"FSGT"
"3016",43.5,"FSGT"
"3017",40.4,"FSGT"
"3018",41.1,"FSGT"
"3019",62.2,"FSGT"
"3020",45,"FSGT"
"3021",45.3,"FSGT"
"3022",47.4,"FSGT"
"3023",43.1,"FSGT"
"3024",42,"FSGT"
"3025",42.5,"FSGT"
"3026",39.5,"FSGT"
"3027",44.6,"FSGT"
"3028",46.1,"FSGT"
"3029",44.1,"FSGT"
"3030",47.8,"FSGT"
"3031",53,"FSGT"
"3032",52.3,"FSGT"
"3033",49.7,"FSGT"
"3034",47.8,"FSGT"
"3035",48,"FSGT"
"3036",47.3,"FSGT"
"3037",40.9,"FSGT"
"3038",35.9,"FSGT"
"3039",39.1,"FSGT"
"3040",32,"FSGT"
"3041",27.8,"FSGT"
"3042",29.1,"FSGT"
"3043",28.6,"FSGT"
"3044",28.8,"FSGT"
"3045",29.4,"FSGT"
"3046",27,"FSGT"
"3047",27.4,"FSGT"
"3048",25,"FSGT"
"3049",25.2,"FSGT"
"3050",22.6,"FSGT"
"3051",21.6,"FSGT"
"3052",24.9,"FSGT"
"3053",21.9,"FSGT"
"3054",23.9,"FSGT"
"3055",25.2,"FSGT"
"3056",25.8,"FSGT"
"3057",21.8,"FSGT"
"3058",19.3,"FSGT"
"3059",21.3,"FSGT"
"3060",18,"FSGT"
"3061",29.9,"FSGT"
"3062",28.5,"FSGT"
"3063",29.2,"FSGT"
"3064",26.3,"FSGT"
"3065",32.3,"FSGT"
"3066",34.1,"FSGT"
"3067",33.1,"FSGT"
"3068",32.7,"FSGT"
"3069",30.9,"FSGT"
"3070",30,"FSGT"
"3071",30.7,"FSGT"
"3072",18.3,"FSGT"
"3073",17.1,"FSGT"
"3074",18.2,"FSGT"
"3075",15.5,"FSGT"
"3076",18.7,"FSGT"
"3077",17.8,"FSGT"
"3078",18,"FSGT"
"3079",21.8,"FSGT"
"3080",20.6,"FSGT"
"3081",21.4,"FSGT"
"3082",20.4,"FSGT"
"3083",23.6,"FSGT"
"3084",24.9,"FSGT"
"3085",23.7,"FSGT"
"3086",25.5,"FSGT"
"3087",24.5,"FSGT"
"3088",26.4,"FSGT"
"3089",32.1,"FSGT"
"3090",31.8,"FSGT"
"3091",29.4,"FSGT"
"3092",30.6,"FSGT"
"3093",29.8,"FSGT"
"3094",32.1,"FSGT"
"3095",31.4,"FSGT"
"3096",32.3,"FSGT"
"3097",30.8,"FSGT"
"3098",29.2,"FSGT"
"3099",26.9,"FSGT"
"3100",24.7,"FSGT"
"3101",26.3,"FSGT"
"3102",26,"FSGT"
"3103",26.2,"FSGT"
"3104",26.9,"FSGT"
"3105",26.3,"FSGT"
"3106",31.8,"FSGT"
"3107",30,"FSGT"
"3108",28,"FSGT"
"3109",24.5,"FSGT"
"3110",28.1,"FSGT"
"3111",26.4,"FSGT"
"3112",30.4,"FSGT"
"3113",32.1,"FSGT"
"3114",21.8,"FSGT"
"3115",23.5,"FSGT"
"3116",26.8,"FSGT"
"3117",26.6,"FSGT"
"3118",28.4,"FSGT"
"3119",18.3,"FSGT"
"3120",23.7,"FSGT"
"3121",23,"FSGT"
"3122",22.2,"FSGT"
"3123",20,"FSGT"
"3124",21.4,"FSGT"
"3125",23.8,"FSGT"
"3126",21.2,"FSGT"
"3127",22.5,"FSGT"
"3128",22.2,"FSGT"
"3129",23.3,"FSGT"
"3130",24.4,"FSGT"
"3131",22.3,"FSGT"
"3132",22.4,"FSGT"
"3133",25.2,"FSGT"
"3134",21.6,"FSGT"
"3135",24.8,"FSGT"
"3136",23.3,"FSGT"
"3137",22.1,"FSGT"
"3138",21.2,"FSGT"
"3139",23.7,"FSGT"
"3140",25.7,"FSGT"
"3141",23.9,"FSGT"
"3142",24.8,"FSGT"
"3143",28.9,"FSGT"
"3144",27.5,"FSGT"
"3145",31.9,"FSGT"
"3146",25.9,"FSGT"
"3147",28.5,"FSGT"
"3148",31.5,"FSGT"
"3149",34.1,"FSGT"
"3150",43.5,"FSGT"
"3151",31,"FSGT"
"3152",35.5,"FSGT"
"3153",40.1,"FSGT"
"3154",36.6,"FSGT"
"3155",33.9,"FSGT"
"3156",36.9,"FSGT"
"3157",35.1,"FSGT"
"3158",14.7,"FSGT"
"3159",16,"FSGT"
"3160",12.7,"FSGT"
"3161",15.2,"FSGT"
"3162",13.9,"FSGT"
"3163",16.2,"FSGT"
"3164",18.4,"FSGT"
"3165",19.5,"FSGT"
"3166",20.5,"FSGT"
"3167",21,"FSGT"
"3168",21.2,"FSGT"
"3169",45.3,"FSGT"
"3170",41.3,"FSGT"
"3171",43.8,"FSGT"
"3172",39.6,"FSGT"
"3173",42.8,"FSGT"
"3174",41,"FSGT"
"3175",44.7,"FSGT"
"3176",40.7,"FSGT"
"3177",45,"FSGT"
"3178",20.8,"FSGT"
"3179",19.4,"FSGT"
"3180",18.2,"FSGT"
"3181",21.1,"FSGT"
"3182",19.8,"FSGT"
"3183",17.3,"FSGT"
"3184",15.6,"FSGT"
"3185",16.3,"FSGT"
"3186",13.3,"FSGT"
"3187",16.1,"FSGT"
"3188",15.1,"FSGT"
"3189",15.7,"FSGT"
"3190",25.4,"FSGT"
"3191",24.8,"FSGT"
"3192",26.7,"FSGT"
"3193",28.8,"FSGT"
"3194",30.3,"FSGT"
"3195",32.1,"FSGT"
"3196",35.1,"FSGT"
"3197",35.2,"FSGT"
"3198",33.5,"FSGT"
"3199",15.7,"FSGT"
"3200",15.9,"FSGT"
"3201",14.4,"FSGT"
"3202",15.1,"FSGT"
"3203",18.8,"FSGT"
"3204",17.9,"FSGT"
"3205",17.7,"FSGT"
"3206",17,"FSGT"
"3207",14.5,"FSGT"
"3208",14.6,"FSGT"
"3209",13.9,"FSGT"
"3210",10.2,"FSGT"
"3211",11.6,"FSGT"
"3212",10.6,"FSGT"
"3213",9.7,"FSGT"
"3214",11.3,"FSGT"
"3215",12.1,"FSGT"
"3216",13.1,"FSGT"
"3217",15.7,"FSGT"
"3218",14.5,"FSGT"
"3219",13.1,"FSGT"
"3220",12.3,"FSGT"
"3221",35.2,"FSGT"
"3222",34.4,"FSGT"
"3223",35,"FSGT"
"3224",33.2,"FSGT"
"3225",32.5,"FSGT"
"3226",32.4,"FSGT"
"3227",32.9,"FSGT"
"3228",31.2,"FSGT"
"3229",29.1,"FSGT"
"3230",26.3,"FSGT"
"3231",25.2,"FSGT"
"3232",29.3,"FSGT"
"3233",36.2,"FSGT"
"3234",34.7,"FSGT"
"3235",33.7,"FSGT"
"3236",36.2,"FSGT"
"3237",37.5,"FSGT"
"3238",36.6,"FSGT"
"3239",34.8,"FSGT"
"3240",34.4,"FSGT"
"3241",32.6,"FSGT"
"3242",31.4,"FSGT"
"3243",33.2,"FSGT"
"3244",32.3,"FSGT"
"3245",29.3,"FSGT"
"3246",26.8,"FSGT"
"3247",30.2,"FSGT"
"3248",28.2,"FSGT"
"3249",29.2,"FSGT"
"3250",24.5,"FSGT"
"3251",24.6,"FSGT"
"3252",27.3,"FSGT"
"3253",26.4,"FSGT"
"3254",19.7,"FSGT"
"3255",20.1,"FSGT"
"3256",23.2,"FSGT"
"3257",24.7,"FSGT"
"3258",24,"FSGT"
"3259",25.2,"FSGT"
"3260",26.9,"FSGT"
"3261",28.6,"FSGT"
"3262",25.6,"FSGT"
"3263",27.6,"FSGT"
"3264",28.2,"FSGT"
"3265",26,"FSGT"
"3266",16.9,"FSGT"
"3267",16.6,"FSGT"
"3268",17.4,"FSGT"
"3269",16.8,"FSGT"
"3270",16.6,"FSGT"
"3271",14.5,"FSGT"
"3272",15.3,"FSGT"
"3273",16.6,"FSGT"
"3274",19.1,"FSGT"
"3275",17.4,"FSGT"
"3276",19.2,"FSGT"
