"","2199815454","7071524730","9355532901","9733049784","9735387512"
"751197522",63.2,32,83.5,28.1,32
"950180302",67.1,49.5,93.5,40.8,70.4
"930300102",95,61.7,115.8,51.3,64.2
"930100304",97.8,67.8,112.6,63.9,61.9
"920260204",45.9,26.8,73,21.4,49.3
"751145305",35.5,30,48.7,36.7,7.7
"920600109",35.3,60.8,12.8,70.4,44.2
"920720104",18.4,53.8,21.3,61.1,49.6
"930290503",94.9,63.6,114.9,56.5,62.6
"940280407",96.1,79.9,95.2,84.2,61.5
"930660201",79.8,47.1,105.2,33.8,53.9
"930590105",89.9,59,117.1,45.6,67.4
"920070102",33.6,47,35.2,53.9,23.5
"751176505",36.8,12.6,64.9,12.5,35.3
"751207915",62.5,35.5,79.4,34.7,26.6
"930610106",71.5,40.2,89.3,36.4,36.8
"751135029",48.7,37.5,59.3,42.1,12.8
"940680302",99.1,79.5,105.9,80.9,63.4
"920230104",26.2,51.5,18,61.1,38.7
"950190106",111.6,78.4,132.5,65.6,81
"751155702",28.2,28.9,41.7,38.2,15.4
"751124809",53.1,30.5,66.6,34.2,16.2
"751156005",20.2,25.3,41.1,34.8,22
"930500101",105.1,81.9,118.8,80.1,69.1
"920710104",48.7,67,32,76.4,45.7
"920710101",41,60.3,23,69.7,41.2
"920730111",27.9,39.2,47.7,42.8,52.2
"940460302",77.2,61.1,83.3,65.3,42.6
"930080118",86,54.8,106,49.5,53.7
"930640104",95.2,68.1,109.7,64.8,59.3
"781460106",62.5,65.8,81.2,63.6,86.1
"751030904",50.3,23.6,67.5,25.1,15.2
"930550603",73.6,42.4,91.6,38.5,39.1
"930640111",88.5,64.5,102.9,62.3,52.5
"940171204",116.2,96.5,123.9,97.9,80.5
"751207901",62.8,37.1,78.7,36.7,26.9
"751155809",27.9,23.1,45.1,33.9,14.4
"955390102",104.1,73.2,131.3,59.8,80.7
"751197307",56.5,25.2,76.8,20.9,25.3
"920020202",61.9,80.1,42.1,86.8,55.9
"920400101",16.7,32.2,34.5,41.7,23.6
"920040203",53.5,26.4,81.6,18.2,47.3
"940580102",98.8,76.2,109.7,77.4,62.1
"920020407",54.8,73.9,31.8,83.3,54.8
"952680101",96.1,63,117.1,50.1,65.5
"940110105",100,83.9,99.7,88.1,65.4
"751114411",57.5,34.9,72.2,34.6,21.6
"940171103",109.7,90.1,117.4,91.4,74
"786860108",36,69.2,19.8,77.3,63.5
"930460117",110,78.8,127.4,74.9,76.7
"940150103",106,83.4,116.7,84.6,69.3
"930480701",80.7,55,95.2,52.8,44.8
"940520111",87.6,65.1,99.5,65.8,51
"930480802",81.4,58.2,95.8,56.8,45.5
"751103706",51.4,20,73.4,16,22.5
"920250306",51.6,38.3,78.1,31.6,60.6
"920020304",61.4,80.3,40,89.6,58.7
"785860802",70.4,59.1,96.8,51.6,81.1
"751135108",46.1,45.2,53.7,50.6,18.9
"751031003",51.5,25.8,68.7,26.6,16.2
"930290102",96.5,65.2,116.9,54.8,65.3
"751020803",50.1,20.5,67.3,22,15.7
"751124614",61.1,39.3,73,41.2,24.1
"940810104",68.8,65.3,68.3,69.9,40.2
"751145503",35.4,41.2,44.8,49.8,19.9
"920250305",56.4,39.2,82.8,30.5,60.1
"751124613",59.3,37,71.6,38.9,21.8
"930140108",114.2,82.9,130.8,79.1,80.1
"786400109",42.1,74.5,13.4,83.5,65.5
"930480105",68.2,45.7,82.7,46.1,32.3
"930661501",65.3,32.6,90.7,19.3,43.9
"930661003",79.5,46.8,104.9,33.5,53.6
"920190114",45.7,65.5,24.6,74.9,46.4
"940760103",48.6,55.6,52.1,60.9,30.2
"930290703",92.1,60.8,112.4,51.1,60.8
"751114402",58.2,35.7,72.6,36.5,22.3
"751176710",44.2,9.5,68.3,9,28.9
"751187020",55.6,22.3,79.3,13.1,28.9
"920750102",21.9,40.7,28.3,50.3,26.3
"940670105",68.2,45.8,78.5,47.2,31.7
"940280208",85.3,70.1,87.1,74.4,51.7
"751186912",51,17.7,75,12.5,28.8
"940810312",69.8,57.8,73.7,62.1,37
"751156010",19.7,24.7,41.1,34.3,23.8
"930050702",122,90.4,140.4,80.1,89.7
"751208011",63.7,41.1,78.4,40.7,27.8
"930480601",82.3,59.2,96.8,58.8,46.4
"751197519",69.2,37.9,88.9,34.1,36.8
"940810205",64.6,62.9,64,67.5,37.6
"940171304",112.2,92.5,119.9,93.9,76.5
"751166311",32.9,12.7,60.2,16.5,33
"954280102",97.5,67.9,125.7,53.7,80.3
"920320110",36.9,56.5,19.8,65.9,37.7
"751207808",63.9,37,80.7,36.3,28
"920260601",43,29.1,69.6,27.6,51.6
"930660301",84.5,51.8,109.9,38.5,58.5
"751072810",30.3,14.2,53.7,25.1,16.3
"786460304",49.6,83.7,35,89.9,78.4
"920500503",42.2,36,64.1,38.1,56.3
"930140105",120.7,89.5,137.5,85.6,87.1
"751187205",59,25.9,80.4,18.5,28.9
"940330110",93.7,70.5,106.6,70.1,57.7
"781580106",50.5,79.8,48.9,83.4,83.8
"751187013",53,19.7,77,11,28.4
"751145603",27.8,34.5,39.6,43.8,18
"920250108",54.5,33.1,81.2,24.9,54
"930570108",104.7,73.4,122.1,69.6,71.4
"920090103",55.4,30.8,83.5,20.5,51.7
"930660906",73.9,41.3,99.4,27.9,49.8
"751062102",39.5,21.1,56.6,25.7,6.9
"751197521",65.3,34.1,85.6,30.2,34.1
"751197312",62.2,30.9,82.5,27.1,30.9
"916450101",57.2,83.5,29.5,93,66.8
"940730102",67.3,71,60.5,75.6,45
"930100102",100.9,69.7,118.3,65.8,67.6
"930290803",84.4,53,104.7,42.7,53.2
"920120201",13.5,42.3,37,47,47
"780920103",50.3,67.1,61.1,69.3,83.3
"940790106",115.6,94.4,123.3,95.6,80
"940430104",50.8,51.7,54.7,56.3,25.7
"920510201",31.5,19.6,59.7,21.9,39.9
"920040402",49,22,77.2,13.8,42.8
"751176804",49.2,14.7,73.3,6.5,30.3
"751145507",35.3,34,46.2,40.8,10.5
"930770106",104.1,75,118.6,71.1,68.2
"930050804",119.2,88,136.6,79.3,85.9
"751155705",23,30.3,40,41.1,19.1
"920720108",19.3,54.8,21.4,62.1,52.7
"930510204",116,94.8,123.8,96,80.4
"751145613",32.6,31.4,45,39.5,12.9
"751187009",52.6,19.3,76.6,13.4,28
"751135122",42.8,38,53.2,43.4,11.7
"940170702",101.1,81.4,108.8,82.8,65.4
"751103704",51.2,19.9,72.3,17.8,20.8
"751197514",65.2,34,83.1,30.5,31
"920070108",39.1,54.3,35.3,61.1,30.4
"751103903",53.3,23.4,70.5,21.8,18.5
"950180607",79.2,58.4,105.7,49.6,79.3
"751197523",63.7,32.4,84,28.8,32.1
"940780205",100.1,86.5,92.5,90.8,68
"940340108",57.4,72,41.8,77.9,47
"930530106",86.9,56.8,101.7,52.9,51
"751176606",40.1,5.4,66.1,10.4,29.1
"751208013",61.7,39.2,76.1,39.6,25.8
"751155812",27.9,20.9,47.9,31.7,15.3
"751207815",64.4,36.1,81.3,34.8,28.5
"751186924",52.3,18.1,76.3,8.2,33.4
"930780104",135.4,104.2,152.8,95.7,102.1
"950180503",71.7,50.9,98.1,42.2,71.7
"751207704",61.6,33.1,78.8,31.4,26.3
"940380111",57.9,64.9,50.2,70.9,40
"930770111",105,79,119.5,75.1,69.1
"785860302",76.1,65.9,94.8,60.2,87.9
"920770102",31.2,63.3,32,68,64.6
"751114404",52.1,29.6,66.5,32.6,16.1
"920440122",45.8,14.2,73.2,7.5,35
"940740108",98.9,85.4,91.4,89.7,66.9
"940680107",99.2,82.6,104.2,84,64.1
"920490110",36.3,42,43.3,48.8,18
"920260301",50.1,27.2,77.2,19,48.1
"930290401",100.3,69.1,117.7,64.1,67
"751135013",51.3,41.3,61.8,45.9,17.7
"751114315",52.5,30,69.4,30.3,16.6
"930660801",77.9,45.2,103.3,31.9,52
"751114412",56,33.4,70.7,33,20.1
"940220204",86.9,76.8,79.4,81.1,58.3
"751051902",40.2,29.7,53.6,35.3,3.3
"920640107",23.4,46,41,49.6,56.3
"940670101",68.4,45.9,81.5,47.2,31.8
"920640106",16.8,43.6,37.3,47.2,49.8
"920040701",62.5,37,90.7,23.2,55.6
"940760117",54.7,61.7,51.8,67.5,36.8
"783110102",68.2,56.9,94.6,51.1,78.9
"920020205",69.6,87.8,47.5,95,64.1
"940430102",47.8,46.8,51.7,52.2,20.5
"940760118",56.1,62.1,53.9,66.7,36.1
"751197508",64.7,34.3,81.9,30.8,29.4
"920360204",63.8,35.9,92,21.7,54.1
"751124503",65,43.6,76.6,45.4,28.4
"940770107",87.1,86.8,77.8,91.4,61.5
"751135031",48.8,36.5,60.2,41.1,12.6
"751166209",25.4,17.5,52.1,24.6,31.2
"751186909",49.6,16.3,73.6,12,27.9
"920510305",35.1,16.2,63.3,18.3,38.7
"751155803",29.7,24.5,45.1,33.8,11.6
"920510401",34.5,19.1,62.6,19.8,41.5
"940190105",111.7,92,119.4,93.4,76
"751176806",47.1,13.6,72.4,2.9,31.3
"930700109",57.7,25.1,83.4,11.7,40.4
"920630504",34.9,53,51.8,56.6,66
"920440106",40.8,16.1,68.9,13.5,39.8
"930290903",91.7,60.4,112.1,50,60.5
"940730111",78.7,81,69.3,85.6,55.7
"916450107",51.7,74.3,28.3,83.7,55.5
"783500101",62.1,75.2,71.3,77.3,92.6
"940280307",90,73.8,94.7,78.1,55.4
"920500601",52,42.6,72.7,44.2,62.9
"920020305",65.2,86.7,39.8,96.1,66.2
"920120107",10.1,37.6,36.4,43.2,41.3
"751031103",50.5,25.9,67.6,29.4,14.8
"920020204",65.7,84,44.4,91.9,61
"951970108",90.7,61.1,118.9,46.9,72.8
"781260101",51.6,77.8,58.6,81.3,84.6
"751051802",44.1,32.8,56.3,37.4,7.1
"751104001",58.8,29.4,75.9,27.8,23.5
"920240504",47.9,17.1,76.1,2.9,35.3
"920620302",33.1,30.7,58.8,33.2,49.6
"783110401",71.8,60.5,96.6,54.7,82.5
"751176507",35.7,11.7,63.8,12.4,34.2
"940380110",58.8,65.9,48.3,71.9,41
"953060105",95.5,84,121.9,74.2,104.9
"920720107",17.3,52.7,23.2,59.5,50.6
"920620102",37.8,26.6,65.4,28.7,46.9
"920510306",34.5,19.5,62.6,21.5,41
"920070113",40.5,57.5,34.7,64.4,33.5
"950180702",84.5,60.2,111.2,48.4,80.8
"930050604",115.8,84.4,133.6,74.1,82.9
"930270118",82,50.6,102.3,40.2,50.7
"940800102",74.9,52.4,88.3,53.3,38.4
"920330107",26.7,50.2,41.2,53.8,59.6
"751114111",58.1,29.6,75.2,28.1,22.8
"751093608",48.9,17.4,70.9,13.8,23.7
"751135112",45,40.9,55.4,46.3,14.6
"751166402",31,10.1,57,18.1,24.4
"940810109",69.1,61,69.2,65.6,37.4
"940460403",84,67.3,90.5,69.7,48.8
"751051908",42,30.3,56.7,34.9,4.5
"751072809",28.2,15,51.6,25.8,19.2
"920350102",48.6,38.5,75.1,34.6,59.4
"751207910",60.1,33.9,76.9,33.5,24.2
"751093303",45.2,13.6,69.2,12,22.3
"751155813",30.1,21.8,48.5,32.4,12.9
"920240401",52.5,21.5,80.6,7.3,39.1
"920500401",46,46,65.8,48.1,66.3
"952030106",102.2,74.3,128.9,60,90
"940800302",76.3,53.7,90.6,54.6,40.2
"751041602",44.8,25.3,61.9,29.6,9.4
"930010401",77.2,43.9,98,33.6,46.5
"920190107",44.4,70.6,20.9,80.2,54.5
"940020103",71.8,55.9,78.7,60.2,37.4
"930470111",119.7,88.6,134.1,84.7,83.8
"930310104",81.8,52.2,109.9,37.9,65.4
"940380107",57.7,66.1,46.6,72.1,41.3
"940380108",54.4,63,45.4,69,38.1
"930530105",86.8,56.7,101.6,52.8,50.9
"920140107",49,65,34.7,71,40.1
"940680109",96.7,80.2,101.8,82.6,61.7
"940810209",60,62.4,57.8,67,36.4
"781240102",68.5,62.9,87.3,57.2,84.9
"913120104",65,92,36.2,101.6,76.2
"781460104",58.7,62,77.4,64.1,82.3
"751104009",55.7,24.5,74.4,22.3,22.9
"930080110",94.2,62.9,111.6,59.1,60.9
"930080104",85.7,54.4,106,45.2,54.4
"751207805",66.1,40.5,82.1,39.8,30.2
"930050203",115.3,83.7,135.7,73.4,84.1
"751197612",60.4,29.1,80,26.6,28.1
"785860901",70.9,59.6,97.3,53.5,81.6
"930050701",122.8,91.2,141.8,80.9,91.1
"751135111",43.4,39.4,53.7,44.8,13
"930530116",90.2,60.3,105,56.4,54.3
"786460206",41.6,76.9,31.5,81.9,72.4
"751062301",37.2,26.6,52.5,32.2,3.3
"781580101",46.4,73.2,48,76.8,79.4
"930770101",103.8,73.9,118.7,70,68
"940030103",40.9,48,44.6,54,23.1
"951760105",83.8,72.5,110.2,64.1,93.7
"952030102",97.1,67.5,125.3,53.3,83.2
"920260503",41.3,29.6,69,29,50.4
"751207714",64.9,34.7,82,32.5,29.5
"751103804",50.8,19.6,71,19.2,19.4
"920490106",33.8,41,40.6,47.8,17.5
"920330108",32.5,56.9,42.9,60.5,65.4
"952680112",102.9,69.8,123.9,56.9,72.3
"920730104",33.1,40.8,53.5,44.4,53.9
"751186906",48.3,15,72.3,6.9,29.4
"940030106",41.5,48.7,42.2,54.6,23.7
"930060104",72.4,47.2,87.1,46.8,36.5
"751051804",44.6,31.8,56.8,36.3,7.4
"955850115",103.9,72.7,130.8,59.4,79.5
"781260103",48.5,75.3,55.5,78.9,81.4
"920400402",19.7,41.4,26.9,50.9,32.2
"751135204",41.9,33.9,53.2,39,7.6
"751114209",53.8,27.1,70.9,27.5,18.3
"751135008",49.7,41.7,60.1,46.3,17.1
"751051906",41.1,28.7,56.9,33.4,3.6
"751114105",53.2,25.2,70.3,24.8,17.9
"751124601",61.3,41.4,71.6,43.2,24.8
"930790105",80.3,49.5,107.6,36.1,60.8
"930660504",82.3,49.6,107.7,36.3,56.2
"940760106",54.5,55.5,58,60.1,29.5
"953060109",97.7,86.2,124.1,76.5,107.1
"751155723",24.2,26.8,41.3,37.6,15.6
"751104004",57.2,28.1,74.4,26.4,22.4
"930660502",79.2,46.6,104.7,33.2,53.2
"930470110",119.4,90.3,133.9,86.5,83.5
"940710102",112.3,96.2,113.9,100.5,77.7
"930630107",78.1,49.1,92.9,46.9,42.2
"940520101",91.8,68.7,104.8,68.3,55.9
"940340112",56.2,72,40.6,77.9,47.1
"940810206",63.9,63.7,63.3,68.3,38.4
"940220112",78,76.3,68.6,80.9,51
"783960101",90.8,81.9,109.1,76.2,103.9
"751166202",22.4,20.6,48.4,28.6,28.6
"751187107",55,22,76.9,14.2,26.5
"930070108",102.3,70.8,122.7,60.4,71.1
"751176611",43.8,10.8,69.4,6.8,30
"786400103",46,78.9,23.6,87.9,73.2
"751145404",36.5,35.8,46.4,41.6,10.8
"751134901",50.1,37.4,62.3,41.8,13.9
"940170203",96.3,76.7,104.1,78.1,60.7
"920120403",4.8,39,29.4,47.6,38.2
"940330115",84.2,61.7,96.2,63.1,47.6
"751072504",36.2,17.9,54.1,25,9.7
"940420105",89.3,69.7,97.1,71,53.7
"940380103",54.9,68.2,42.3,74.1,43.2
"751072802",32.2,15.5,53.2,26.4,16.7
"786460307",48.5,82.6,31.3,88.8,77.2
"952190201",100,75.7,126.7,63.9,96.3
"751156020",23.1,25.9,41.7,36.7,18.8
"751135109",45.2,41.1,54.3,46.5,14.8
"920500605",48.2,38.9,71.8,39.7,59.1
"751124805",51.9,29.5,65.4,33.4,15
"940180101",69.3,51.2,76.3,54,32.7
"955550101",93,63.8,119.7,49.6,79.6
"920630601",30.7,46,50.5,49.6,59
"920440123",43,20.5,71.1,15.5,44.3
"930310502",79.6,48.7,106.8,35.3,60
"751208021",66.3,41.8,81,41.4,30.4
"940460106",81.1,66,83,70.3,47.5
"920120506",2.2,38.5,30,46.3,39.5
"930640110",93.4,69.7,107.9,67.5,57.5
"920510409",36.9,14.4,65.1,14.2,36.9
"751103702",53.5,22.3,73.8,20.1,22.3
"751197317",60.4,29.2,80.8,22.1,29.2
"920120102",13.4,37.8,37.7,42.4,44.3
"920640112",21.4,50.3,30,55,54.9
"751031102",50.9,27.2,67.9,29.3,14.9
"930450108",69.7,41.7,86.2,39.6,33.8
"751135117",41.2,38.4,51.7,43.8,12
"751197310",62,30.8,82.4,23.8,30.8
"930610107",69.5,38.2,89.2,34.4,36.8
"751155704",28.6,34.5,42.1,43.9,21.7
"751093305",46,14,70,10.3,24.2
"920510101",29,23.2,57.1,26.2,43.5
"783580108",86.2,74.9,109.6,69.1,96.9
"751166309",31.6,11.5,58.1,18.6,30.4
"920500205",42.6,44.3,62.4,46.5,64.1
"940220111",76,73.5,66.7,78.1,48.2
"751083202",39.4,6.3,63.4,14.2,24
"751155804",28.7,24.2,44.5,34.4,12
"751176711",44.6,9.9,68.7,7.8,28.2
"751083206",43,10.8,67.1,10.9,25.1
"930060116",76.1,48.8,90.8,46.6,40.2
"940520106",95.1,72.5,106.4,73,58.5
"920250302",54,41.9,80.4,34.8,63.8
"751187016",54.3,21,76.4,13.4,26
"940680505",106,89.8,111.1,92.3,71.3
"920440113",43.3,16,71.4,10.2,38.3
"955850122",98.7,67.6,125.6,54.2,74
"940410203",50.7,46.7,57,51.2,21.4
"920630702",34.1,47.4,53.6,51,60.4
"950630110",61,49.7,87.4,43.9,71.7
"751207713",63.8,34.3,80.8,32.2,28
"940680202",91.4,71.9,99.1,73.3,55.8
"751031202",48.4,23.9,65.5,26.7,13.3
"920120105",7.3,37.3,33.6,43,41.3
"751041404",48.4,24.5,65.4,28.8,12.4
"930790103",82.6,51.7,109.8,38.3,63.1
"940220109",74.4,68.9,69.5,73.5,45.3
"955850103",103.4,70.6,124.7,57.7,73.2
"751145624",33.2,28,46.7,34.8,9.8
"940790102",115.1,95.4,122.8,96.8,79.4
"751155903",23.8,24.1,44.2,33.9,18.6
"930590107",86.4,54.5,112.6,41.2,61.3
"751114101",59.6,31,76.7,30.6,24.3
"930510103",116.2,93,126.1,91.4,79.5
"952680106",103.4,70.2,124.3,57.4,72.8
"751072804",31.8,14.7,54.4,25.5,15.9
"930660908",73,40.3,98.4,27,47.1
"930700108",57.8,23.8,81.9,12.7,37.6
"786400104",49.2,82.2,26.5,91.1,76.4
"930050402",105.2,73.9,122.6,70.1,71.9
"940280303",81.5,65.4,86.6,69.6,46.9
"751155805",27.3,25.9,44.2,36,13.7
"920500407",47,42.4,67.1,44.6,62.7
"751135011",51,42.1,61.5,46.7,18
"751166303",27,15.5,53.8,22.6,30.3
"930130105",93.2,61.7,113.6,51.3,62
"913120101",58.8,86.6,29.8,96.2,73.2
"751197502",67.9,37.7,85.1,35.6,32.6
"940171301",111.3,91.6,119,93,75.6
"920360401",57.5,29.1,85.6,14.8,47.2
"940030108",36.6,45.8,39.1,52.5,21.6
"751187023",53.8,20.5,77.9,11.5,30.1
"920720109",24.5,58.2,27.1,62.8,57.8
"751145621",36.6,32.5,49.1,39.3,11
"751145508",35.2,35.2,45.1,41.7,10.8
"751072706",32.6,18.9,50.7,28.7,11.2
"920500303",47.2,48,67,50.1,68.3
"930770107",106.1,77,120.6,73.1,70.2
"751155720",28.7,27.2,42.4,36.5,14.3
"920250203",62.6,37.5,89.5,24.6,57
"940740103",105.9,92.4,98.3,96.6,73.9
"751104003",57.5,27.6,74.6,26.1,22.7
"751155919",24.9,19.8,48.2,29.4,21.6
"920500504",40.9,36.4,62.8,38.6,56.7
"920350104",50.6,33.1,77.3,27.4,55.6
"751030902",51.2,21.7,68.3,23.2,16.4
"940380104",50.8,64,39.2,69.9,39.1
"952520104",98.3,74,124.7,62.1,94.5
"751135113",42.2,38.1,52.7,43.5,11.8
"751093301",47.3,15.7,70.3,12.9,23.1
"751114106",53.6,26.5,70.7,26.8,18.3
"920240501",49,16.9,76,2.7,35.1
"940670109",66.6,46.6,76.9,48.4,31.1
"751186916",50.4,16.2,74.4,7,31.4
"930550403",76.6,45.4,94.8,41.5,42.3
"940730104",71.1,75.1,61.6,79.7,49.1
"920620306",30.7,30.8,54.5,34.4,49.7
"930530112",81,51.9,95.8,49.2,45.1
"920120207",9.2,44,31,49,45.5
"920460111",21,42.7,26.5,52.2,29.3
"930480702",79.7,54.3,94.1,52.1,43.7
"920190104",43.3,69.6,20.5,79.2,51.6
"940340105",58.2,76.4,40.2,83.5,52.6
"930100106",98.4,67.2,115.8,63.3,65.1
"930460115",112.6,81.3,130,77.5,79.3
"930640109",94.2,71.1,108.7,69.3,58.3
"930320114",112,85.3,126.5,81.4,76.1
"930320103",112.5,83.1,126.9,79.2,76.6
"940110104",100.4,84.3,101.7,88.6,65.8
"920640109",22.2,45.2,39.6,48.8,55.2
"751187109",56.4,23.2,78.3,15.9,27.4
"751093602",47.6,16.1,69.6,15.4,22.4
"940550102",118.2,98.6,121.7,99.9,82.6
"751187101",56.6,24.4,78,18,26.5
"930780108",133.3,102.1,150.7,95.1,100
"951760104",79.4,68.2,105.9,60.3,89.8
"920200111",30,51.7,20.9,61.1,34.1
"940410207",53.7,43.9,62,48.5,20.3
"952520116",95,76.1,121.4,64.2,96.6
"751114301",58.5,36,73.2,35.6,22.6
"930500102",105,81.9,119,80.1,69.1
"751197311",61.2,30,81.6,23.7,30
"951760106",85.7,74.2,112.1,64.6,95.1
"940790101",117.6,97.2,125.3,98.4,81.9
"920230302",24.4,46.8,22.7,56.4,33.7
"751176602",43.4,9.2,68,7.6,28.5
"955980107",95.3,65.7,123.5,51.5,81.4
"751020702",46.7,18.1,65.7,19.8,16.7
"751207911",61.8,33.8,78.7,33.2,25.9
"920140106",46.2,62,34.6,68,37.1
"930481003",82.6,56.8,97,54.7,46.7
"940760120",59.1,61.6,56.9,66.2,35.7
"930100203",93.8,63.9,108.6,60,57.9
"930011201",70.6,37.3,91.4,26.9,39.8
"920500103",38.1,37.6,59.9,39.7,57.9
"751156006",21.3,26,41.4,35.5,20.6
"751166116",18.2,28.7,44.3,36.7,30.9
"952030103",101.1,71.7,127.8,57.5,87.4
"940710111",104.9,88.8,106.5,93.1,70.3
"751166109",13,29.2,41.7,37.2,31.7
"940680503",106.3,88.3,111.9,89.7,71.1
"920040401",49.2,22.2,77.4,12.8,43.1
"930710111",125.7,94.5,143.1,88.3,92.4
"940340109",55.5,71.8,39.1,77.8,46.9
"786400102",37.9,70.4,17.4,79.4,64.2
"930790101",87.2,56.3,114.4,42.9,67.6
"920400203",13.8,36.7,33.5,46.2,27.9
"920200107",27.4,49.1,24,58.6,32.7
"920490101",31.8,41.2,39.5,48,17.7
"911910101",112.1,100.7,104.5,105,82.2
"751208022",66,42.2,80.7,41.8,30.1
"955850118",102.9,71.8,129.9,58.5,78.6
"940170302",92.4,72.7,100.1,74.1,56.7
"930270115",82.1,48.8,102.9,38.5,51.4
"952100401",87,57.4,115.2,43.2,72.7
"940340103",56.8,74.7,40.2,80.7,49.8
"751052001",42.6,27.9,58.2,32.4,5.1
"930060115",74.8,47.5,89.5,45.3,38.9
"920120106",9.7,38.2,36,43.8,41.9
"751166213",24.4,18.8,49.3,27.4,24.3
"751041401",47.8,25.5,64.7,29.8,11.7
"751176704",45,11.7,69,6.7,28
"930660402",83.4,50.8,108.9,37.4,57.4
"751124617",58.1,35.6,71,37.5,20.6
"920480209",21,51.9,12.9,60.8,44.4
"751197408",62.8,31.6,83.2,23.5,31.6
"930480803",80.5,57.3,94.9,55.8,44.5
"930460102",107.6,76.3,125,72.5,74.3
"751145304",34.4,29,47.6,35.8,8
"930620102",110.3,79.5,124.7,75.7,74.3
"751134905",44.8,34.5,57,39.1,8.6
"951970109",87.7,58.1,115.9,43.9,70.8
"955550105",88.9,59.2,117,45,75.7
"751208007",64.7,42.1,79.1,43.1,28.7
"955980104",98.8,69.2,127,55,83.1
"920250206",63.5,40,90.2,30.8,60.9
"751197314",61.7,30.5,82.1,24,30.5
"940680501",104.1,87.4,109.4,88.8,68.9
"751124618",58.3,35.8,71.2,37.7,20.8
"920200109",31.6,50.8,24.8,60.2,32
"920120601",7.6,34.3,36.5,40.4,37.3
"781260107",49.7,65.7,60.7,67.8,80.8
"751207712",63.3,33.1,80.4,30.9,28
"751135015",51.8,39.2,62.3,43.6,17.6
"751197606",61.5,31.1,78.6,28.9,26.5
"920510411",37.3,14.4,65.4,13,37.2
"930310404",81.3,50.4,108.5,37,61.7
"751187204",58.8,25.7,80.2,18.3,28.7
"751186914",49.8,16.5,73.9,8.9,30.4
"930700113",55.8,21.8,79.9,10.8,34.6
"940680303",97.3,79,103.1,80.4,62.3
"940410105",61,51.4,67.7,56,27.8
"940171203",115.1,95.5,122.8,96.8,79.4
"920020401",60,79.7,36.6,89.1,59.3
"940020203",88.1,74.5,90,78.8,55.3
"751135207",41.6,32.6,53.8,37.6,6.2
"920330103",28.5,50.9,43.5,54.5,61.4
"751052002",41,26.1,57.1,30.7,3.7
"751103705",50.9,19.4,72.6,16.6,21.9
"751166130",19.3,22.7,44.9,31.6,25.8
"786460401",49.2,81.2,38.4,85.9,81.8
"920250104",57.7,33.3,85.9,24.3,54.2
"940810310",64.5,59.3,67.2,63.9,34.7
"751176607",39.1,6.8,65.2,10,30.5
"920630106",44.3,46.9,63.2,49,67.1
"751166126",19.3,23.5,45.4,31.5,29.7
"940540108",83.8,80.5,74.4,85,55.2
"920250101",60.9,36.6,87.6,27.9,57.5
"930450109",71,42.1,87.4,40,35.1
"751208019",63,40.5,77.7,40.1,27.1
"920400301",17.3,39,28.3,48.5,29.5
"950180502",73.6,53.7,100,45,74.5
"920730108",27.6,35.3,50.2,38.9,48.4
"930100402",98,66.7,114,62.9,63.3
"940460105",81,65.9,82.9,70.3,47.5
"930700101",63.6,31.5,89.6,18.1,44.1
"940730103",71.3,70.5,63.4,75.1,45.2
"940580111",94.2,71,107.2,70.6,58.3
"751114318",54.8,31,70.6,30.6,18.9
"930390103",65.5,34.5,92.6,21.2,47.4
"930530114",85.9,56.8,100.7,53.7,50
"920510104",32.7,23.9,60.8,26,44.2
"930510105",117.6,94.5,128.2,92.8,81.5
"952190702",102.8,78.5,129.5,65.9,95.8
"930640105",94,69.4,108.5,67.2,58.1
"930050602",117,85.7,134.4,77.1,83.7
"920480106",31.1,63.5,2,72.5,55.5
"751135014",50.9,40,61.3,44.6,16.4
"920200108",29.4,49.8,25.7,59.2,31
"751208012",62.6,40.1,77,40.4,26.7
"751135018",53.1,38.1,63.8,42.6,17
"930480502",75.3,49.9,90,48.4,39.4
"751207711",62,31.7,79.1,29.5,26.7
"920600105",36.2,62.5,13.5,72,49.5
"751072604",34.7,15.9,55.9,23,11.5
"940520109",85.2,62.7,97,64,48.6
"940420103",87.4,68.2,95.1,69.6,51.7
"930070110",102.5,70.9,122.9,60.6,71.3
"920120103",10.1,36.1,36.4,41.5,41
"751176514",37.1,12.7,65.3,12.5,35.5
"940020106",72,57.2,78.4,61.5,38
"751186902",48,14.7,72,10.3,26
"930010304",76.3,45,96.6,35.1,45
"940800104",74.9,52.4,89.2,53.2,38.8
"751166101",10.6,29.4,37.4,38.3,29.7
"930470103",121.1,89.8,136.1,86,85.8
"920630101",47.4,49.1,66.2,51.3,69.4
"751176701",45.8,12.5,69.8,6.6,27.2
"930100301",96,66,110.8,62.2,60.1
"930530103",89.8,59.8,104.6,55.9,54
"786460603",53.8,86,39.7,90.7,83.1
"940780102",107.2,98.9,99.6,103.2,78.6
"940170201",94.1,74.4,101.8,75.8,58.4
"940810110",68.6,62.9,69.4,67.5,39.3
"940171302",115.2,95.6,122.9,96.9,79.6
"751124510",65.7,43.1,77.2,44.5,29
"920360404",70.9,44,99.1,29.8,62.2
"930480603",76.4,51.3,90.9,50.6,40.5
"920040706",60.4,34.9,88.5,20.9,53.3
"751197603",61.8,30.6,78.9,28.4,27
"751145501",37,39.9,44.9,46.7,16.4
