"","2199815454","7071524730","9355532901","9733049784","9735387512"
"920400404",18.8,43.2,24.2,52.7,34.3
"751176513",38.7,10,66.2,11.6,33.8
"920330106",25.5,51.9,40,55.4,58.4
"751093610",50.7,19.2,72.7,15.3,23.3
"920780101",75.8,46.2,104,32,60.3
"920620103",34.8,28.4,61.5,28.9,48.7
"920720103",19.2,54.2,19.5,61.9,49.6
"920020405",53.5,72.6,32.9,82,53.5
"751083205",42.4,9.1,66.5,10.5,25.7
"751031203",48.4,23.4,65.6,26,13.5
"751187102",53,20.4,74.9,16,24.5
"751166403",30.3,11.3,56.3,19.3,24.8
"751197409",61.4,30.1,81.7,21.8,30.2
"955850108",103.2,71.7,128.6,58.4,77
"751176715",43.2,10.2,68.9,6.7,29.5
"954270106",91.6,60.7,118.8,47.4,72
"920120602",7.8,35,36.7,42.2,37.4
"930460113",118.7,87.5,136.1,83.6,85.4
"940460201",70.2,54.2,77.1,58.5,35.7
"920400103",15.8,35.1,33.6,44.7,26.3
"920620201",39.2,31.4,63.4,33.5,51.7
"920260304",45.8,23,74,18,46.7
"751114107",56,27,73.2,26.6,21
"940440101",111.3,95.2,105.3,99.5,76.7
"920190103",43.2,65.8,20.7,75.2,47
"751031004",51.8,24.7,69,25.5,16.7
"751166108",11,29.6,39.6,37,34
"751187106",53.9,21.4,75.8,14.5,25.4
"751103803",50.2,19.1,69.6,19.6,18
"751124508",63.8,41.3,76.6,42.7,27.2
"940650101",72,85.2,55.4,91.2,60.3
"920770106",28,59.3,33.2,64,61.3
"920500510",47.4,38.1,71,39.9,58.3
"952520115",99.8,78.3,126.3,66.5,98.9
"786460606",58.8,91.9,44.5,96.6,87.9
"930310302",85,55.4,113.1,41.1,72.8
"751166123",19.2,23.2,46.1,31.2,30.8
"920730109",28.4,41.7,48.2,45.3,54.8
"940540102",84.1,80.6,75.8,85.2,55.4
"920440125",44.2,19.7,72.3,13.8,42.6
"930700115",56.4,22.3,80.4,11.3,35.1
"751156001",22.1,43,41.8,52.5,34.5
"950180606",76.3,55.5,102.7,45.9,76.3
"920090109",54.9,32.1,82,24,53.1
"940790104",110.7,91.1,118.5,92.5,75.1
"783580105",84.9,73.6,108.4,67.9,95.6
"920620404",32.3,29.2,59,30.9,48.8
"940030101",37.9,44.2,41.9,49.8,18.9
"930720110",87.2,54.5,110.4,41.2,58.9
"751145605",29.2,35.8,42.2,45.1,18.4
"930070114",108.3,76.7,128.6,66.3,77
"751166106",12.9,29.5,40.3,37.5,30.1
"930080120",81.7,50.4,102,40.5,50.4
"920120404",6.3,37.8,29.1,46.3,37.3
"951970103",95.9,65,123.1,51.6,76.3
"920630805",37.4,53.1,55.7,56.7,66.1
"920350105",49.5,33.6,76.2,28.5,56.1
"751166302",27.8,14,54,21.9,28
"940280215",92,76.8,85.7,81.1,58.3
"751155714",24.6,29.3,41.7,40.1,18.1
"920230501",27.6,55.9,10.6,65.4,45.2
"751041303",46.3,21.3,63.4,25.6,11.6
"930140106",119.4,88.1,136.7,84.3,86
"751166113",15.1,25.7,41.2,33.7,29.7
"920230507",34.9,62.6,8.3,72.2,50.6
"751166216",24.9,16.9,51,24.9,28.7
"920260701",42.4,30.3,69.1,28.4,52.5
"751135017",53.1,38.7,63.6,43,18.3
"920480205",15.5,48,19.2,57,41.5
"940020102",67.9,52,74.8,56.3,33.5
"751166129",18.4,24,43.9,33,26.2
"952030108",103.9,74.3,132.1,60.1,90
"940380106",53.9,64.9,42.3,70.8,39.9
"751176509",37,8.3,63.1,13.1,30.8
"952190601",100.3,75,127,60.8,90.7
"940410208",54.5,46.6,61.2,51.2,22.5
"940460202",73.1,57,80,61.3,38.6
"920500702",57.2,45.9,82.2,40.9,67.9
"952770401",118.5,85.3,139.4,72.5,87.9
"930660202",80.4,47.7,105.8,34.4,54.5
"950180401",70,49.1,96.4,40.5,70
"783110203",64.4,53.2,90.9,47.4,75.2
"751197604",61.2,31.1,78.4,28.9,26.4
"930320104",117.2,88.1,131.6,84.2,81.2
"952190401",96.4,72.1,123,60.2,92.6
"920070103",37.6,49.4,35.9,56.2,25.8
"920250107",57.4,35.1,84.1,26.4,56
"920090101",59.6,34.7,87.8,23,55.4
"920600107",38.2,61.9,17.2,71.3,43.1
"751166218",26.3,16,52.8,24,29.8
"920040303",51.1,24,79.2,13.4,44.9
"920260502",41.4,29.6,68.8,29.5,50.4
"751166307",29.7,15,55.9,22.4,29.8
"940370103",46.3,44.7,50.5,50.1,18.4
"930661002",78.1,46.8,104.9,33.5,56.6
"940790107",110.5,90.8,118.2,91.9,74.8
"940810106",70,62.1,70.4,66.6,38.5
"751124606",61.5,40,72.8,41.9,24.9
"930630105",76.6,47,92,44.8,40.7
"940280210",87.9,72.8,86.5,77,54.3
"930720114",97.4,65.7,120.7,52.3,69.2
"940330113",86.3,63.2,100.8,62.8,50.4
"786460605",60.4,92.4,47.4,97.1,90.7
"940180103",67.5,49.8,76.5,51.6,33
"751072701",33,20.9,50.2,28.6,10.1
"920750108",22.3,35.7,33.3,45.1,21.1
"751176501",35.2,7.4,61.3,14.6,29
"751031204",48.7,23.6,65.9,25.1,13.6
"751062308",32.2,21.8,49.3,28.8,8.6
"952880103",99.7,68.8,126.9,55.4,80.1
"952770301",112.9,79.7,133.8,66.9,82.3
"751145602",28.7,34.8,40.1,43.5,16.7
"920230201",19.6,46.1,20.6,55.7,36.2
"784810107",68.1,71.4,86.9,73.6,91.7
"940220110",74.6,70.8,69.8,75.4,46
"920040105",50.5,28.5,77.6,20.3,49.3
"920620403",35.2,28.4,61.9,30.6,48.7
"751176815",50.3,16.6,75.1,5.3,33
"920600104",35.5,61.8,13,71.3,47.4
"920040404",50.4,23.9,78.5,15.7,44.8
"751197306",59.5,28.2,79.8,22.9,28.2
"751207909",59.4,33.7,76.3,33.3,23.5
"930780110",132.1,100.9,149.5,94.1,98.8
"751072601",34.5,17.5,53.5,25.6,10.5
"940220108",76.6,73.1,69.3,77.7,47.9
"954270104",90.5,59.6,117.7,46.2,70.9
"751135006",46.8,40.2,57.2,44.8,14.2
"952680113",100.6,67.5,121.6,54.6,70
"954240101",91.3,78.3,117.7,67.9,99.2
"930640103",94.2,66.8,108.7,62.9,58.3
"751166104",9.2,30.7,37.3,38.6,31.4
"940330101",78.3,55.2,92.8,54.7,42.4
"954240201",96.6,83.6,123,73.1,104.5
"930700110",53.7,20.2,79,8.3,37.5
"952770403",116.9,83.7,137.8,70.8,86.3
"930710108",121.5,90.2,138.9,85.1,88.2
"920350109",47.9,33.9,74.4,31,56.4
"930270119",77.4,44.1,98.2,32.7,46.6
"751135118",41.5,35.2,51.7,40.8,8.8
"920250212",59.2,37.7,85.9,29,58.6
"920640104",21,39.5,40.8,43.1,52
"940780206",99.8,86.3,92.2,90.5,67.8
"920240303",51,21,79.2,6.7,39.1
"751176615",43.4,12.9,71.5,6.4,33.9
"751145406",38.5,33.1,49.2,38.7,7.6
"751197313",61.2,29.9,81.5,25.2,29.9
"920120305",7.5,42.9,28.1,50.3,43.7
"920400401",15.8,38.2,29.5,47.7,29.3
"930550602",71.5,40.3,91.8,36.4,39.4
"751051701",45.4,28.8,60.8,33.4,8.2
"916450106",53.8,76.3,29.8,85.7,57.5
"785860702",73.6,62.3,100.1,54.9,84.3
"920020308",64.3,83.3,40.9,92.1,61.2
"920490105",29.2,40.3,36,48.9,18.6
"940330112",91.4,68.3,104.7,67.9,55.5
"786460303",50,84.1,35.4,90.3,78.8
"940460104",77,61.6,78.8,65.9,43.1
"954280101",94.5,64.8,122.6,50.6,76.4
"920020303",60.7,81.3,37.3,90.6,60.1
"751208010",62.9,40.3,77.3,40.7,26.9
"920620304",32.2,29.8,58.4,32.3,48.7
"751114316",53,30.1,69.8,29.7,17.1
"940280306",85.8,69.6,90.9,73.9,51.2
"930290604",92.9,61.6,113.2,51.9,61.6
"920500703",55.8,44.5,79.1,39,66.5
"940790108",113,91.8,120.7,92.9,77.3
"751010202",44.7,19.3,61.8,23.6,12.1
"786500105",59.5,62.8,78.3,65,83.1
"920120502",6.1,34.5,34.9,42.5,36.2
"940580101",101.3,78.7,112.1,79.9,64.6
"930070115",109,77.6,129.3,67.2,77.7
"940760119",57.1,63.6,54.6,68.2,37.6
"751176713",46.3,11.9,70.4,4.9,29.4
"751030901",51.7,21.6,68.9,23.1,17.3
"952770402",116.7,83.6,137.7,70.7,86.1
"920090104",55.5,30.9,83.6,21.7,51.8
"783110501",71.6,61.8,90.3,56,83.8
"930010201",79.5,46.4,99.8,36.1,48.3
"751135025",50.6,39.2,61.1,43.8,15.6
"751166103",9.9,30.3,38.1,39,30.4
"920780109",73.7,43.7,101.8,30.3,56.3
"940460203",71.3,54.6,78.2,58.9,36.1
"784180102",70.3,73.6,89,68.1,93.9
"930320109",107.6,78.5,122,74.6,71.6
"751166306",28.1,15,55.3,22,31.7
"920360203",67.1,39.7,95.2,25.5,57.9
"751155807",28.2,24.1,45.4,34.1,11.7
"751135104",46.4,42.3,56.1,46.9,16.3
"940810204",66.3,64.7,65.8,69.2,39.4
"940710103",113.5,97.4,115.1,101.6,78.9
"913120102",62.1,88.3,34,97.9,71.7
"940220114",82.1,78.1,73.8,82.7,53.4
"751187006",53.5,20.9,76,14.4,25.6
"751166208",25,19.3,52.1,26.3,31.6
"930460105",110.4,79.2,127.8,75.3,77.1
"751197404",62.5,31.2,82.8,24.7,31.3
"751176503",36.9,8.9,63.2,13.7,31.3
"930310601",83.1,53.5,111.2,39.2,66.8
"751176714",46,13.9,72.8,2.5,31.9
"920020301",59.8,81.2,36.3,90.6,62.1
"952030104",98.7,72.7,125.4,58.4,88.4
"930480206",73.1,50,87.6,49.6,37.2
"751155701",25,35.2,40.4,44.9,21.5
"955850117",105.1,74,132.1,60.7,80.8
"783580102",88.6,77.4,112.1,71.6,99.4
"940190101",117.6,99.6,119.2,101,83
"930070120",103.8,72.5,121.2,65.6,70.5
"940760104",47.7,54.7,51.2,60.7,29.9
"930300103",97.3,64,118.1,53.7,66.6
"952190301",96.1,70.8,122.8,56.5,86.5
"751083201",40.3,8,64.3,13,23.3
"952680108",101.7,68.6,122.7,55.7,71.1
"751051807",43.4,29.7,57.9,34.3,5.9
"930100405",101.3,70.1,116.8,66.2,66.1
"920020404",54.6,73.7,32.9,83.1,54.6
"751156016",21.8,23.3,45.1,32.8,21.2
"930100303",96.2,66.3,111,62.4,60.3
"930620105",113.4,82.5,127.9,78.6,77.5
"920750107",20.1,34.4,35,45.2,22.3
"930310202",84.2,54.6,112.4,40.4,71.5
"751207803",65.9,40.7,80.6,40.2,30
"751166120",16.4,25.5,44.7,33.5,31.4
"920090105",53.6,29.5,81.8,20.9,50.4
"930080106",93.4,62.2,113.4,55.6,61.1
"930050703",122.5,91.3,139.9,81.5,89.2
"920190112",44.2,64.2,22.7,73.6,45.1
"930530110",85.7,55.8,100.5,51.9,49.8
"916910103",126,111,118.4,115.3,92.6
"940170502",98.4,78.7,106.1,80.1,62.7
"930660102",82,49.3,107.4,36,56.1
"751031001",52.4,23.6,69.5,23.9,17.5
"751187110",60.8,27.5,83.4,17.2,31.8
"920630707",38,46.6,57.8,48.8,60.8
"940330109",95.3,72.2,109.2,70.8,59.4
"955550103",91.3,61.7,119.4,47.4,77.4
"751155814",34.5,24.3,51.7,33.7,13
"920510408",38.1,17.1,66.3,16.8,39.6
"751135012",50.6,41,61,45.6,17.4
"930770103",100.6,70.6,115.4,66.7,64.7
"940460402",80.8,64.6,85.9,68.2,46.1
"751124701",56.6,38.3,67,42.6,19.9
"786860107",38.5,71.7,23.4,79.5,66.4
"781260106",45.9,67.3,56.7,69.4,78.9
"780920102",53.8,65.1,68,67.3,82.5
"940770101",97.2,93.3,89.5,97.8,68.5
"920250102",61.2,36.9,87.9,25.3,57.7
"940370107",45.2,50.7,49.1,56,24.3
"751093603",48.6,17.1,70.8,15.4,23.6
"751166217",24.4,16.5,50.7,24.5,28.7
"751187025",53.9,20.6,77.9,11.5,30.4
"751114104",54.7,26.2,71.8,25.8,19.4
"751166102",11.8,28.3,38.3,37.2,28.6
"930080117",86.3,55.1,106.3,48.2,54
"930480703",78.1,53.3,92.6,51.1,42.2
"751072602",34.3,16.8,54.4,25.4,11.5
"940780208",102.4,88.9,94.8,93.2,70.4
"751176502",35.7,10,62.2,15.5,30.3
"751135110",41.6,40.4,51.4,45.8,14.1
"751082901",31.8,8.7,55.8,19.5,22
"781170101",56.6,90.7,41.4,96.9,85.4
"930480903",83.9,56.3,98.4,54.1,48
"751134904",45.7,35.1,57.9,39.7,9.5
"751207806",65,39.3,80.7,38.9,29.1
"751124612",58,37.8,69.9,40.8,21.3
"940540105",84.7,88.7,72.4,93.3,62.7
"751135001",52.5,44.1,62,48.7,20
"940220107",81.7,78.3,73.4,82.9,53
"940710104",116.4,100.3,118,104.6,81.8
"786400106",44.7,77.7,18.6,86.6,70.7
"930050501",109.2,78,126.6,74.1,75.9
"955850124",97.8,66.7,124.8,53.4,73.5
"920260501",41.5,29.7,68,30.3,50.5
"751135101",49.6,48,58.1,52.6,22.1
"751145623",33.3,29,46.5,36,9.4
"952680107",103,69.9,124,57,72.4
"940280104",92.1,76,97.2,80.3,57.5
"940460401",80,63.5,86.9,66,45
"940680702",96,79.9,101.1,83.9,61.4
"920240405",50.6,18.5,77.6,4.3,36.7
"751186918",52.9,19.6,76.9,11.3,31.3
"920490109",33.7,43,40.5,49.8,19.5
"751041502",48.2,25.9,65.1,30.2,12.1
"930270103",78.8,45.5,99.6,35.2,48.1
"940280212",86.9,72.1,82.9,76.4,53.6
"920190105",44.2,70.2,20.8,79.6,51.4
"783110201",64.8,53.5,91.2,47.7,75.5
"751093502",46.2,14.9,67.7,14.8,20.5
"751114309",53.5,31,68.4,32.1,17.6
"920780102",74,44,102.1,30.7,56.9
"940171401",114.9,95.3,122.6,96.6,79.3
"940710105",115.2,99.1,116.8,103.4,80.6
"930100404",98.6,67.4,114.7,63.5,64
"940280402",95.6,79.5,97,83.8,61
"920620204",38.9,33.1,62.6,35.3,53.4
"930310401",83.7,52.8,110.9,39.4,64.1
"751051905",40.7,27.3,57.1,31.9,3.4
"930720105",89.2,56.6,111.2,43.2,59.6
"940150102",109,86.5,119.7,87.1,72.4
"952520112",95.4,72.1,121.8,60.3,92.7
"920400601",10.7,33.7,31.5,43.3,27.9
"952520111",101.2,79.7,127.7,67.9,100.3
"940150101",108.2,85.7,119,85.7,71.6
"751062310",34.6,21.5,51.8,27.1,6.7
"940171102",111.7,92,119.4,93.4,76
"930460101",106.3,75.1,123.7,71.2,73
"920620202",40.1,33.2,63.7,35.3,53.5
"930470112",118.1,89,132.5,85.1,82.2
"952520106",99,76.5,125.5,64.6,97
"920250202",64.1,39,91.2,25.6,58
"930060107",70.1,43.2,85.1,41.9,34.2
"930660101",81.9,51,109.1,37.6,59
"952520113",99.4,77.3,125.8,65.4,97.8
"920240402",50.4,18.8,77.9,4.6,37
"751155802",29.1,26.9,44.8,36.3,14.1
"930550702",69.9,38.7,90.2,34.8,38.7
"930310304",83.2,53.6,111.3,39.3,71.7
"751104010",55.8,24.6,75.7,22.4,24.1
"751072703",29.4,20.1,48.5,31,13.5
"940020104",72.1,56.2,79,60.5,37.7
"781460108",56.5,59.9,75.3,61.8,80.2
"920750101",20.1,41.5,27.4,51,27.9
"954280202",100.3,70.7,128.5,56.5,82.3
"751145514",35,30.9,47.5,36.5,7.5
"751186917",51.5,17.4,75.6,8.1,31.9
"786860104",32.3,67.7,24.9,72.6,63.5
"920020106",54.6,72.8,36.6,81.6,50.7
"930070113",105.1,73.7,125.4,63.4,73.9
"751186925",53.2,19.4,77.2,9.9,31.9
"940460108",78.8,62.8,81.9,67,44.3
"785860502",76.7,65.5,101.6,59.7,87.5
"940170102",97.8,77.5,105.5,78.6,62.1
"785861102",74.5,63.2,100.9,57.4,85.2
"940220203",81,76,73.4,80.3,52.3
"751135024",50.4,38.3,60.9,42.9,14.7
"751041601",45.4,25.5,62.3,29.8,9.3
"950630106",66.7,55.4,93.1,49.6,77.4
"940340106",55.4,73.6,38.3,81.4,50.5
"930320110",109.2,80.1,123.6,76.2,73.2
"940770102",99.3,95.9,90.1,100.5,70.6
"940580103",97.3,74.8,108.3,75.9,60.7
"751197309",59,27.8,79.4,20.6,27.8
"920040704",62.9,37.5,91.1,23.6,56
"751186901",49.2,15.9,73.2,11.5,27
"930590108",88.2,55.8,113.9,42.5,62.6
"930050101",114.1,82.5,134.4,72.2,82.9
"930290801",90.6,59.3,110.9,49.1,59.4
"940280211",87.8,72.7,85.3,77,54.2
"950180301",65.6,54.2,92,45.5,75
"920120406",3.2,37,31.1,45.6,36.5
"751145612",31.7,31.2,44.1,39.8,12
"751135023",49,36.5,61,41.1,12.9
"930460118",109.4,78.2,126.7,74.3,76
"940020204",83.5,69.7,81.8,74,51.1
"930290704",91,59.8,111.4,49.8,59.8
"930480403",75,49.8,89.7,48.6,39.1
"920140108",49.9,66.9,34.4,73.6,42.7
"930550201",69.2,37.9,89.5,28,38
"751197315",61.6,30.4,81.9,23.8,30.4
"955980103",100.3,70.7,128.5,56.5,86
"751020804",49.5,19.8,68,21.1,16.5
"940800305",80.2,57.7,93.8,58.2,44.1
"930050103",112.9,81.7,130.3,73.2,79.6
"951760101",87.1,73.8,113.6,63.4,94.7
"940810107",67.3,63.9,67.4,68.5,38.7
"751114208",53.4,28,70.3,28.2,17.5
"751207912",62.2,34.6,79.1,34,26.3
"783110403",68.8,57.5,93.5,51.7,79.5
"920240203",51.5,21.8,79.6,7.6,40
"920760104",35.6,59,45.9,62.6,68.6
"751197513",66.5,35.3,85.1,31.9,33.1
"930310501",77.6,46.7,104.8,33.4,58.1
"751134903",46,35.8,57.8,40.4,9.8
"930290402",97,65.7,114.9,59.1,64.2
"920350111",49.3,31.8,76,27.7,54.3
"940170701",100.7,81.1,108.5,82.5,65.1
"930320107",117.3,88.2,131.7,84.3,81.4
"751093609",51.9,19.3,73.9,14.9,25.5
"751207810",67.7,38.2,84.6,36,31.8
"955550102",89.7,63.7,116.4,49.5,80.7
"930550501",73.9,42.6,94.2,32.7,42.7
"751166214",24.3,17.5,50.4,25.5,27.7
"920480212",17.1,49.6,16.5,58.5,44.9
"930481102",87.1,64,101.6,62.2,51.2
"930550802",68.3,37,88.6,33.2,37
"751186903",48.7,15.4,72.7,11,26.6
"920500803",49.1,48.1,69,50.2,68.4
"751083001",36.5,4.8,62.6,13.6,28.5
"954280304",102,71.1,129.2,57.7,82.4
"751135102",49.2,46,59,50.6,20
"940800301",78.5,56,90.9,57.4,41.9
"930460110",121.4,90.2,138.8,86.3,88.1
"940580105",100.3,77.8,111.3,77.8,63.7
"751135114",41.5,37.5,52,42.9,11.1
"751197524",62.5,31.3,82.8,27.3,31.2
"940160102",46.2,57.4,36.6,63.4,32.6
"920710105",39.5,57.8,25.5,67.1,38.7
"930070118",102.8,71.6,120.8,63.3,70.1
"920230304",24.7,46.4,23.3,55.9,32.8
"785860301",77.3,69,96.1,63.2,91
"781580113",53.1,81.9,49.8,85.5,86.4
"952680103",102.9,69.7,123.8,56.9,72.3
"940020108",73.8,57.9,76.8,62.2,39.4
"786460103",42.7,78.1,33.8,83,73.8
"920260201",46.3,27.2,73.4,22.6,49.7
"751166401",30.3,11.2,56.3,19.8,22.8
"930060110",67.1,44.5,81.5,45.3,31.1
"781260111",45.2,71.9,52.2,75.5,78.1
"781580109",51.5,82.5,46.8,86.8,84.8
"751114409",58.3,35.7,72.7,35.6,22.4
"940810103",71.8,66.1,69.9,70.7,42.5
"920260703",39.6,26.7,66.3,24.9,49.1
"950180101",76.8,52.5,103.4,40.6,73
"920500805",52.3,49,72.2,50.6,69.3
"920240302",52.1,22,80.2,7.8,40.2
"920320102",37.6,55,27.6,64.4,35.3
"751166203",23.2,20.3,49.1,28.3,28.1
"751114312",50.7,28.2,67.6,30.1,14.8
"930550302",67.8,36.6,88.2,32.7,36.6
"751020703",47.4,17.6,67.3,19,17.8
"940020206",80.1,66,81.9,70.3,47.5
"751166114",14.4,27.2,40,35.2,29.8
"751020805",48.6,18.1,68.4,19.6,17.7
"920070101",31.7,48.7,30.5,58.1,28
"930010603",70.1,38.9,90.5,28.9,38.9
"751207902",63.9,38.2,78.8,37.8,28
"920250109",54.2,34.8,80.9,26.6,55.7
"930130102",92.7,59.6,113,49.3,61.4
"920020402",58.1,77,37.2,85.8,55
"920070109",34.1,51,29.6,60.4,31
"952190501",103.2,78.9,129.9,67,97.4
"930010701",71.6,38.3,92.3,28,40.8
"920260303",47.1,24.2,75.2,18.3,47.4
"951970107",88.2,57.3,115.4,43.9,68.6
"920360403",57.2,28.8,85.3,14.6,47
"751197616",62.1,30.9,82.4,26.9,30.9
"751114317",56.1,31.4,72.3,31,20.2
"940160101",46.9,54.4,42.2,60.3,29.5
"751187001",52.8,20.3,74.6,14.8,24.2
"751135028",48,39.9,58.4,44.5,13.9
"751103909",57,25.7,74.4,24,22.5
"751208026",58.8,36.3,73.5,35.9,22.9
"920120505",2.7,38.4,31.5,46.2,38.4
"751114303",56.8,32.6,72.2,32.2,20.9
"786860103",36.5,71.9,30.3,76.5,68.9
"751166405",30.3,11.7,56.5,19.7,26.7
"930480101",67,44.5,81.5,45.3,31.1
"920630502",32.3,48.3,49.3,51.9,61.3
"751145622",34.5,29.3,47.7,36.1,8.2
"920600108",36.3,60,17.2,69.4,41.2
"950180102",76.5,53.3,103,41.5,73.9
"751197611",60.6,29.3,80.4,27,28.5
"751103906",52,21,69.1,20.4,17.5
"920190106",43.1,69.4,19.7,79,55.6
"930070103",100.9,69.3,121.2,59,69.7
"920630102",49.8,51.4,68.6,53.6,71.7
"930130107",89.3,56,110.1,45.6,58.5
"920020406",52.7,71.8,29.3,81.2,52.7
"920780110",70.3,40.3,98.4,26.9,53.2
"940760113",54.5,61.5,53,66.2,35.6
"920230102",23.7,49.1,19.2,58.6,37.5
"920040101",55.8,30.1,82.9,21.9,51
"751124807",51.8,29.2,65.8,32.9,15.5
"930460111",121.5,90.2,138.9,86.4,88.2
"751176605",40.6,6.6,66.6,10,30.3
"751135103",47.4,44.1,57.2,48.7,18.1
"930630111",77.6,50.3,92.3,48.1,41.7
"751052003",42.8,25.8,59.9,30.4,6.7
"920220103",29.3,64.5,21.7,70.6,60
"940680401",103.5,84,109.3,85.3,67.8
"930780109",130.9,99.6,148.3,93.5,97.6
"913770110",65.2,86.6,41.8,95.3,64.4
"920230101",21.9,49.6,18.1,59.1,39.7
"920620402",34.2,29.8,60.5,32,50.1
"920620303",36.2,29.4,60.9,31.5,49.7
"751176707",42.4,9.1,66.4,9.9,26.5
"920720105",10.7,46.1,26.4,53.5,44.8
"940150104",105,83,112.7,84.2,69
"940430101",49.5,47.9,54.3,52.5,21.9
"786460205",42.8,78.1,32.8,83.1,73.6
"940540106",83.8,82.5,74.4,87.1,57.2
"751114211",55,27.8,71.9,27.4,19.1
"930700103",61,28.4,86.5,15,40.9
"940180104",64.6,46.6,73.8,48.5,29.8
"952520114",100.3,78.5,126.8,66.6,99
"940171001",105.6,85.9,113.3,87.3,69.9
"930450105",75.6,46.1,90.4,43.9,39.7
"920630302",45.8,55.7,64,57.9,73.1
"930450107",72.5,43.3,88,41.2,36.6
"920230301",22.4,44.1,23.8,53.6,30.9
"751145616",31,29.5,44.1,38.3,11.8
"751072705",31,17.9,51,28.7,13.6
"930310403",83,52.1,110.3,38.8,63.5
"940800402",71.4,48.9,84.3,50.3,34.8
"781460101",64,67.3,82.7,69.4,87.6
"940680601",103.4,87.3,108.5,90.1,68.8
"751093604",47.6,16,70.4,14.1,23.2
"783580109",88.6,77.4,112.1,71.6,99.4
"920320109",33.3,55.7,20.4,65.1,37
"920500509",42.9,39.4,64.8,41.6,59.7
"751051705",43.9,25.8,61,30.4,8.3
"920490117",34.8,47.1,38.8,55.3,25
"751010101",44.2,19.6,61.8,23.9,11.5
"751145402",40.5,39.8,50.4,45.4,14.5
"751135125",44.6,38.7,55.1,43.3,12.7
"920250207",62,40.1,88.4,31.4,61
"930550701",70.9,39.7,91.2,34.8,39.7
"751155816",30.7,24.1,47.2,32.4,10.3
"783220102",55.5,88.5,28.1,97.4,79.9
"751208009",65.7,43.2,80.2,43.8,29.8
"751176706",44,10.7,68,8,27.1
"930050301",107.3,76.1,124.7,71.1,74
"930720112",90.2,57.1,111.2,44.2,59.6
"920630503",29.3,48.1,46.9,51.7,60.8
"930720106",90.4,57.7,113.5,44.4,61.9
"920120202",10.7,40.5,36.2,45.2,45.2
"950630111",61.9,50.6,88.3,44.8,72.6
"930720109",87.1,54.5,112.6,41.1,61
"955820102",88.3,64,114.9,52.1,84.5
"920220106",28.7,61.7,18.9,70.7,57.2
"930630109",80.6,51.6,95.4,49.4,44.7
"751155706",21.3,30.1,38.4,40.7,19.5
"930640112",88.1,60.4,102.8,58.2,52.2
"940220202",85.4,80.4,77.8,84.7,56.8
"930080103",85.3,54.1,105.6,44.9,54.1
"930640108",93.5,70.3,107.9,68.5,57.6
"930070112",101.1,69.7,121.4,59.4,69.8
"751207701",64,35.2,80.9,33.1,28.1
"940810207",63.4,65.7,61.2,70.3,39.8
"930550402",75,43.8,95.3,39.9,43.5
"940180106",67.6,50.4,74.6,53.6,31.9
"751062202",37.6,23.7,54.7,28.8,6.4
"920630705",34.3,44.5,54.1,48,57.6
"781580201",50,76.7,56.4,80.3,82.9
"920440116",39.7,14.5,67.8,12.1,38.2
"950180203",73.9,49.6,100.6,37.8,70.2
"930100201",93.2,62,108.6,58.1,57.9
"930100103",98.4,67.2,115.8,63.3,65.1
"920040601",60.6,35.1,88.8,20.8,53.2
"940220106",82.4,78.9,74.1,83.5,53.7
"751166118",17,23.9,43,31.9,29.8
"751207814",66,37.6,82.9,35.8,30.1
"940380113",55.6,70.2,40.1,76.1,45.3
"751166127",18.9,24,44.9,32,28.2
"920480107",26.2,58.7,8.3,67.6,52.5
"930080109",96.2,65,113.6,61.1,62.9
"751155916",25.3,20.4,48.2,30.4,19.7
"950180901",83.3,59,110,47.2,79.6
"940810112",66.2,57.2,68.1,61.8,33.6
"930460107",115.4,84.2,132.8,80.3,82.1
"930290101",98,66.7,118.4,56.3,66.8
"781260102",49.6,76.4,56.6,80,82.5
"955850107",104.9,73.2,127.3,59.9,75.8
"751135030",49,37.4,59.5,41.9,13.3
"930720117",94.5,61.3,115.4,48.5,63.9
"940520102",90.3,67.8,102.2,68.4,53.7
"751135002",49.8,43,58.5,47.6,17.7
"781260109",42.9,66.1,53.7,69.7,75.8
"751197410",66.2,32.9,86.8,22.6,35.2
"781460103",59.6,62.9,78.4,65.1,83.2
"751135201",44.9,34.7,57.1,39.3,8.7
"920780105",72.7,42.7,100.8,29.3,55.6
"751134906",44.4,33.3,56.6,37.9,8.4
"952680110",105.8,72.7,126.8,59.8,75.2
"954270101",87.7,56.8,115,43.5,68.2
"940710110",108.9,92.8,110.5,97.1,74.3
"930710115",125.3,94,142.7,90.2,92
"940460101",74.4,58.5,80.4,62.8,40
"940370104",42.5,44.6,46.6,49.8,18.3
"920020103",51.1,69,35.6,75.4,44.6
"930710106",120.6,89.4,138,82.2,87.3
"930700112",54.1,20,78.1,8.9,35.1
"751186920",52.8,19.5,76.8,9.9,31.4
"930720104",88,55.3,113.3,42,61.7
"751072502",35.9,20,53.2,26,8.5
"920070116",39.1,56.1,30.9,64,33.2
"930270114",81.9,48.6,102.7,37.8,51.1
"930530101",89.5,58.2,107,54.4,56.3
"751166117",17.2,26.5,43.3,34.4,27.9
"940410301",58.3,46.6,65,50.9,25.4
"751197501",68.1,37.9,85.2,35.2,32.7
"751051904",39,27.6,55,32.7,0.1
"781240101",69.2,61.8,88,56,83.8
"920120205",7.2,41.7,31.3,48.1,43.2
